date,lokasi,status,text,time,tweet_id,username,provinsi,label
2019-06-01,Sumenep,200,Kasus hari ini.. Adik saya tidak bisa sekolah di SMAN bagus yang ada di kota karena terhalang zonasi  masalahnya  kalo nanti ingin masuk di PTN ternama kan yang dilihat rekam jejak skolahnya  nah yang rekam jejaknya bagus cuma ada di Kota. Jadi anak desa bakal sulit kuliah di PTN,14:06,1134717833600937984,@wahyualfarobi,JAWA TIMUR,2
2019-03-08,Jakarta Timur,200,Yang perlu diketahui juga  zonasi juga bukan hanya untuk anak sekolah dekat dengan anak  tapi juga mencegah penumpukan guru. Nah penting nih. #ManfaatZonasiSekolah,14:30,1103920833179746304,@PenaLiswanti,DKI JAKARTA,3
2019-05-11,Sidoarjo,200,@Kemdikbud_RI Sistem ini gak menerapkan keadilan sosial  rumah yang jauh dianak tirikan untuk masuk sekolah negri. Kalau mau ada sistem penerimaan Zonasi ya gabung dengan penilaian UN juga   gak ada yang dirugikan gak ada yang diuntungkan.,20:56,1127210819983294464,@mifanZ_,JAWA TIMUR,2
2019-05-14,Semarang Jawa Tengah,200,Iya pak  zonasi masih belum adil. Masak siswanya minta disamaratakan  tapi fasilitas sekolah sama kualitas guru nya tidak samarata. Di kota semarang  yang ibukota provinsi aja seperti itu  apalagi yang di daerah lain. Semangat belajar siswa jadi pada turun.,22:21,1128319422072885249,@melinfaz14,JAWA TENGAH,2
2019-01-23,Bogor Jawa Barat,200,Iyes mbak e. Daku sangat tak setuju sistem zonasi ini. Pemerataan pendidikan bukan dengan pembatasan ekstrim. Sekolah favorit tu bagus  iklim kompetisi bagus buat perkembangan intelektual & mental  & nyatanya sekolah favorit punya fasilitas & metode ajar yg udah terlanjur oke,20:09,1088061248984408064,@Junoari,JAWA BARAT,2
2019-06-18,Surabaya,200,Segi positifnya tdk ada sekolah unggulan  tp bnyak lgi sisi negatifnya dr sistem zonasi yaitu siswa tdk ada minat dan dorongan untuk beljar dan bersaing karena pasti akan kterima di sekolah ybs  unggulan  dekat,12:25,1140852899288719360,@Gilang_IlhamF,JAWA TIMUR,2
2019-06-15,Pemalang|Jawa Tengah|Indonesia,200,Beginian saja sempat trending di Bumi +62  lalu bagaimana dengan zonasi peserta didik baru?bahkan ada anak yg mutung tidak mau sekolah karena merasa perjuangannya belajar giat untuk pintar sia-sia,9:40,1139724321603985409,@rizamualim,JAWA TENGAH,3
2019-03-08,Malang,200,Dengan adanya xonasi sekolah maka pendataan peningkatan kualitas sekolah akan lebih mudah #ManfaatZonasiSekolah,8:25:18,1103934706150592512,@kwardani_retno,JAWA TIMUR,1
2019-08-01,Bandung,200,Emosi sebagai guru ketika satu kelas ga ngerjain tugas rumah satu pun dengan alasan lupa dan gatau. Pen ngomong gausah sekolah sekalian lu pada. Zonasi lebih bikin emosi emang dibanding reguler karena mereka niat belajarnya kurang,7:55,1156730054082224129,@anggestiawalia,JAWA BARAT,2
2019-03-08,Pekanbaru,200,Karena memang pendidikan yang baik mesti banget jadi perhatian semua orang #ManfaatZonasiSekolah,7:40:26,1103923414916452355,@mutmuthea,RIAU,1
2019-03-08,Jakarta Timur,200,Untuk kebijakan zonasi sekolah  diatur pada Permendikbud Nomor 14 Tahun 2018 diantaranya menjamin pemerataan akses pendidikan  hingga mencegah penumpukan SDM berkualitas dalam satu wilayah. #ManfaatZonasiSekolah,15:23,1103934272648273921,@PenaLiswanti,DKI JAKARTA,1
2019-05-06,Jl.MT.HaryonoKab.Purbalingga,200,Calon peserta didik dapat melakukan pendaftaran ke salah satu sekolah di luar zonasi melalui JALUR PRESTASI. #PPDB20192020,16:44,1125335498946297858,@sma1pbg_ID,KEPULAUAN RIAU,3
2019-05-18,Semarang Barat Indonesia,200,Masa kejatuhan sekolah negeri tingkat SLTP dan SLTA ... Selamat berjaya sekolah swasta yang justru malah dapat limpahan murid berkualitas karena gagal zonasi,23:13,1129782150134321158,@sheryambar,JAWA TENGAH,3
2019-02-08,Jakarta Pusat DKI Jakarta,200,3. Kuota paling sedikit 90 persen dlm jalur zonasi #PPDB2019 termasuk kuota bagi peserta didik dari keluarga ekonomi tidak mampu dan/atau anak penyandang disabilitas pada sekolah yg menyelenggarakan layanan inklusif. #SemuaBisaSekolah,15:21,1093786949045764096,@KemensetnegRI,DKI JAKARTA,3
2019-03-08,Surabaya,200,#ManfaatZonasiSekolah ini memang tdk instan. Kita baru bs merasakan manfaat prubahan sistem ini mungkin baru 4-5 tahun lagi. Yg jelas kebijakan zonasi ini mrp kebijakan yang uth dan terintegrasi. Manfaatnya bukan semata utk siswa sj ttp juga untuk dunia pendidikan scr umum.,8:14:22,1103931952095145984,@WiedWidya,JAWA TIMUR,1
2019-06-15,Malang,200,Mungkin sistem zonasi tetep dipakai  tp harus juga memakai bobot nilai. Keponakan saya pintar  tp krn jarak rumahnya dg SMP (negeri & swasta) terdekat adl 4km maka otomatis gugur & terpaksa sekolah di SMP swasta yg jg jauh jaraknya,16:54,1139833549127737349,@hanyaumatbiasa,JAWA TIMUR,3
2019-03-08,Bekasi,200,Terus yang jelas sistem zonasi ini bisa menghindari adanya penumpukan guru berkualitas di satu sekolah saja  lah kan yang pengen punya guru berkualitas bukan cuma mereka yang berprestasi aja #ManfaatZonasiSekolah,15:05,1103929629813891072,@katanatara,JAWA BARAT,1
2019-02-07,Blitar - East Java - Indonesia,200,[2] atau mempertimbangkan jarak tempat tinggal #siswa dengan #sekolah untuk pemerataan siswa.  Berdasarkan evaluasi dari #PPDB Sebelumnya  kuota untuk zonasi 90%  jalur prestasi 5% & pindah tugas orang tua sebesar 5%.  Aturan itu  menurutnya  membuat banyak #siswaberprestasi yg,3:19,1093242881584783360,@radiopatria,JAWA TIMUR,2
2019-06-20,Tasikmalaya Jawa Barat,200,Zonasi bagus kok  tapi ya jangan berhenti di situ doang. Sama kayak UN yg dr dulu konon sekalian pemetaan sebaran kualitas sekolah. Padahal kalau mau pemetaan yg benar ya dimulai aja oleh dinas pendidikan untuk mendata sekolah2 di wilayahnya  fasilitas apa yg kurang hrs dipenuhi,7:54,1141509505361969152,@ryukasma,JAWA BARAT,1
2019-03-08,Bekasi,200,Kebijakan soal zonasi sekolah ini tuh ternyata udah diatur dalam UU loh  jadi bisa dibilang kebijakan zonasi ini merupakan kebijakan yang utuh dan terintegrasi #ManfaatZonasiSekolah,14:05,1103914513579962368,@katanatara,JAWA BARAT,3
2019-05-13,Malang Jawa Timur,200,[ SEBUAH UTAS ]  Saya ingin berpendapat mengenai sistem zonasi PPDB Sekolah Negeri yang baru-baru ini diterapkan,21:47,1127948389159538689,@BabySuhesti,JAWA TIMUR,3
2019-05-14,Magelang,200,@RizmaWidiono tolong sampaikan ke pak @jokowi @ganjarpranowo kami org pelosok tifak dpt sekolah di smp negeri karena zonasi murni.ke  swasta kami tak sanggup biaya,22:14,1128317655142637568,@lembayung_ungu2,JAWA TENGAH,2
2019-06-13,Sleman Indonesia,200,"sistem zonasi kok marake emosi y:"") sumpah mesakke adiku raiso sekolah kota woi  kudu sekolah ngendi anying adiku ",8:51,1138987185443463168,@annizasofi,DI YOGYAKARTA,2
2019-06-19,Surabaya,200,Tentang sistem zonasi  harga rumah/properti yang deket sekolah (favorit) jadi lebih mahal  buat pasangan muda yang mau menata masa depan  makin gak kebeli  akhirnya anaknya dipaksa keadaan sekolah di swasta/pinggiran  jadi gak kompetitif,12:47,1141220888945160192,@mbahwin,JAWA TIMUR,2
2019-06-24,Kebumen - Yogyakarta,200,Zonasi menurutku membuat siswa malas belajar  nggak ada sekolah negeri favorit  padahal biasanya siswa akan memilih target tempat sekolah agar belajar lebih giat. Ya kan??,18:40,1143121670065885184,@nunungekaprtiwi,JAWA TENGAH,2
2019-06-16,Bogor,200,Kang @ridwankamil anaknya gagal masuk sekolah yg diinginkan karena sistem zonasi. Beliau menerima tanpa menyalahkan siapa2  karena sadar sistem zonasi untuk kebaikan dan keadilan semua dengan tujuan pemerataan kualitas pendidikan.,15:21,1140172650309750785,@rifqi32bgr,JAWA BARAT,1
2019-06-15,Bandung,200,Ya meskipun banyak hambatan  intinya satu. Tetep berusaha untuk bisa masuk di sekolah impian. Untungnya  jaman dulu belum ada sistem zonasi seperti yg sekarang.  (Cerita masalah zonasi mulai dari sini),21:15,1139899172528648193,@RizkyBarik,JAWA BARAT,3
2019-03-08,Bogor Indonesia,200,Terus gimana sih penerapan aturan dalam sistem zonasi sekolah ini? #ManfaatZonasiSekolah,15:31,1103936320605306882,@melfeyadin,JAWA BARAT,3
2019-06-04,Jalan Kawi 11B Kota Malang,200,Zonasi Masuk SMAN Dipersempit  Hasil Kesepakatan Antar-Kepala Sekolah se-Kota Malang â€“ Radar Malang Online https://www.tugumalang.com/zonasi-masuk-sman-dipersempit-hasil-kesepakatan-antar-kepala-sekolah-se-kota-malang-radar-malang-online/?utm_source=dlvr.it&utm_medium=twitter â€¦,10:36,1135752051898503169,@radar_malang,JAWA TIMUR,3
2019-03-08,Bekasi,200,"Kan sistem zonasi ini juga bisa bikin orang tua dan masyarakat lebih aktif mengambil perannya dalam pembentukan karakter anak, ye kaaannn... #ManfaatZonasiSekolah ",7:15:05,1103917036596391936,@katanatara,JAWA BARAT,1
2019-06-19,Pasuruan Jawa Timur,200,U setuju gak sistem zonasi? Iyo ket gaiso menikmati sekolah seng the best seng dipinginno saiki,6:02,1141119111742627840,@firmaanaji,JAWA TIMUR,2
2019-06-14,Surabaya Indonesia,200,Eh kukira zonasi akan bagus karena kita ga ribet sekolah jauh2 dan lebih merata aja persebaran yg pinter  ga ngumpul di sekolah2 tertentu,8:24,1139342761797099520,@fatimahghaniem,JAWA TIMUR,2
2019-03-08,Malang,200,Zonasi sekolah untuk siswa sekolah dasar. Yang penting udia dulu ya buuuk... kalau anaknya terlalu kecil jangan dimasukkan SD  balik lagi ke TK atau belajar dulu di rumah.. #ManfaatZonasiSekolah,14:09,1103915664970899463,@kwardani_retno,JAWA TIMUR,3
2019-06-18,Bekasi Jawa Barat,200,Heran ama anak ppdb sekarang  ada zonasi kan bagus jadi penyamarataan sekolah jadi gak ada namanya sekolah unggulan favorit gawl atau apalah itu  masalah nanti di permudah pas masuk univ  ya univ ga diem aja malih  makanya liat kuota sbm perlahan > dari snm,19:07,1140954281631027201,@GalangRaka17,JAWA BARAT,1
2019-04-05,Malang East Java,200,http://MalangTODAY.net  - Terkait PPDB 2019  Kemendikbud Tegaskan Sistem Zonasi Sekolah https://malangtoday.net/malang-raya/kota-malang/terkait-ppdb-2019-kemendikbud-tegaskan-sistem-zonasi-sekolah/ â€¦,10:47,1114011756764905472,@MalangTODAYnet,JAWA TIMUR,3
2019-02-11,Cilegon-Banten,200,yap  tapi sistem zonasi salah satu tujuannya menghapus adanya sekolah favorit  dgn alasan pemerataan katanya. yatapi kan kasian anak berprestasi tp rumahnya agak jauh dr sekolah favorit. kuota hanya 5%.,0:19,1094647158588899329,@diniedyah,BANTEN,2
2019-05-15,Kota Magelang Jawa Tengah,200,"Pak @ganjarpranowo tolong kebijakan sistem zonasi untuk PPDB SMP dan SMA dikaji ulang  kasihan anakÂ² yg rumahnya di pelosok  pintar  tp tidak dpt sekolah yg ""layak"".  Jangan sampai penerimaan mantu jg ikut-ikutan sistem zonasi ",18:37,1128625455970508801,@danliw1,JAWA TENGAH,2
2019-03-08,Jakarta Pusat,200,Ternyata hal ini sesuai dgn aturan baru dalam Penerimaan Peserta Didik Baru atau PPDB 2019  yaitu sistem zonasi sekolah.  Ada yg udh pernah denger??  #ManfaatZonasiSekolah,14:02,1103913794235858946,@mudrikahsiti,DKI JAKARTA,3
2019-03-08,Malang,200,12. Zonasi Sekolah tidak hanya berlaku untuk murid  guru pun juga akan mengalaminya lewat cara rotasi #ManfaatZonasiSekolah,14:52,1103926369975656448,@IhwanBiru,JAWA TIMUR,3
2019-03-08,Surabaya,200,Sistem zonasi bakal membuat sekolah menjadi lebih heterogen. Yg nilai akademisnya bagus bs sekelas ama temannya yg memiliki nilai akademis kurang baik. Yg dr keluarga mampu bs sebangku dg siswa dr keluarga miskin. Ribet? Tergantung penyikapannya. #ManfaatZonasiSekolah,8:14:19,1103931941999370241,@WiedWidya,JAWA TIMUR,1
2019-06-20,Tuban Indonesia,200,zonasi sendiri kan jelas fungsinya untuk pemerataan. Agar supaya sekolah yg bukan favorite juga menjadi maju sama halnya dengan sekolah favorite lainnya. Sama sama mencerdaskan anak bangsa,17:54,1141660681088823297,@luthfichoirina,JAWA TIMUR,1
2019-03-27,Yogyakarta Indonesia,200,PPDB Gunakan Zonasi  SKTM Berlaku Setelah Siswa Diterima Sekolah https://ift.tt/2TX4Fre  #tabloidgema,7:37,1110702358378491906,@tabloidgema,DI YOGYAKARTA,3
2019-03-08,Tangerang Selatan,200,10. Dengan system zonasi sekolah ini  guru pun bisa lebih mudah mengunjungi muridnya. #ManfaatZonasiSekolah,14:42,1103923896967823363,@mayasiswadi,BANTEN,1
2019-06-15,Nganjuk+Sidoarjo,200,engga juga   kan pilihan 1 disuruh sekolah luar zonasi kita  nah yg pilihan kedua baru sekolah dlm zonasi. jadi untk pilihan pertama aku cuma bisa milih satu diantara smasa/smada,9:33,1139722453658136577,@bubble_teay,JAWA TIMUR,3
2019-05-21,Malang Jawa Timur,200,PPDB Menggunakan Zonasi  Ujian Nasional Tak Lagi Penting?: Syarat Penerimaan Peserta Didik Baru tahun ini adalah jarak dari rumah ke sekolah. Sedangkan hasil ujian nasional bukanlah menjadi penentu.,22:45,1130862128708182018,@MalangTimes,JAWA TIMUR,1
2019-01-21,Jl Jend Sudirman 52 Yogyakarta,200,PPDB 2019: Sekolah Tunggu Aturan Zonasi Disdikpora DIY http://j.mp/2R3UVoP,17:28,1087295849393242112,@tribunjogja,DI YOGYAKARTA,3
2019-05-14,magelang jawa tengah,200,ho.o cik pakis mah ra mlebu kabeh zonasi sekolah kota jal,12:38,1128172670875422720,@khazanah1453,JAWA TENGAH,3
2019-03-08,Malang,200,"9. Di SD dekat rumah saya sudah menerapkan Zonasi Sekolah, jadi anak-anak di kampung saya dapat prioritaa utama diterima di sekolah tersebut. #ManfaatZonasiSekolah",7:36:22,1103922392269643777,@IhwanBiru,JAWA TIMUR,1
2019-05-30,Sleman Yogyakarta Indonesia,200,Kuwi entuk nilai tinggi ngaruh ning gampang tidaknya mlebu sekolah  soale kan saiki zonasi to?,14:16,1133995527949840384,@teddy_tk10,DI YOGYAKARTA,3
2019-08-12,Yogyakarta Indonesia,200,Gue orang yang setuju ada sistem zonasi  supaya merata. Tapi harus diperhatikan dulu juga kualitas disekolah tempatnya  jangan sistem udh dibuat tapi kualitas sekolah gak ditingkatin  wajar banyak yang salty,21:34,1160922542200123393,@AlyaHaniff__,DI YOGYAKARTA,1
2019-06-20,Jepara jawa tengah indonesia,200,perubahan itu memang selalu tidak mudah. termasuk pada sistem zonasi sekolah yang marah diperbincangkan saat ini. sejujurnya saya setuju dengan sistem zonasi. menurut saya lebih akan lebih banyak manfaat dalam... https://www.facebook.com/100000396297092/posts/2416842535005599/ â€¦,21:07,1141709128248758275,@Salma_SkyLight,JAWA TENGAH,1
2019-06-14,Pati Jawa Tengah Indonesia,200,Mending zonasi aja  biar rata pendidikan nya gak ada sekolah favorit ataupun sekolah buangan.,8:39,1139346486938832896,@msigitwijayanto,JAWA TENGAH,1
2019-01-20,Karawang Indonesia,200,Sekolah wajib menerapkan #PPDB berbasis #zonasi untuk 90 persen dari siswa baru https://edukasi.kompas.com/read/2019/01/20/17263271/ppdb-2019-syarat-ppdb-jarak-rumah-bukan-rapor-dan-nilai-un?utm_source=Facebook&utm_medium=Refferal&utm_campaign=Sticky_Mobile â€¦,19:18,1086961113743282177,@aguskrw1,JAWA BARAT,3
2019-05-28,Muara Bungo JAMBI,200,Alhamdulillah Maha baik Allah.. Berdasarkan surat Direktur Pembinaan SMA Nomor 2465/D4/KR/2019 SMA tercinta SMANSA PETIR atau yang sekarang menjadi SMA Negeri 03 Bungo menjadi sekolah Zonasi tahun 2019.. luar... https://www.facebook.com/100001866668742/posts/2670509506354579/ â€¦,22:19,1133392283582312448,@smansapetir,JAMBI,3
2019-06-11,Sukoharjo Indonesia,200,Kasian orang tua sekarang  tambah pikiran mikirin zonasi sekolah anak,21:54,1138459459162910723,@RagilRisqi,JAWA TENGAH,2
2019-06-14,Blitar Jawa Timur,200,"Teorinya bgus ""pemerataan"" sekolah dinggap sama kualitasnya  tapi kenytaanya jauh dari panggang ...trutama sekolah di daerah pinggiran minim fasilitas ..trus klau sekolah.dinggap sama berarti sistem akreditasi harus dhpuskan  krena hal itu bertentangan dengan prinsip zonasi",5:17,1139295765749104640,@RudiHar38565515,JAWA TIMUR,2
2019-03-08,Malang,200,6. Zonasi sekolah bertujuan agar pendidikan bisa lebih merata terutama dari segi kualitas. #ManfaatZonasiSekolah,14:20,1103918379952332802,@IhwanBiru,JAWA TIMUR,1
2019-06-13,Kota Surabaya Jawa Timur,200,Betul  itulah tugas dan tanggungjawab pemerintah yg harus didahulukan  membangun sekolah  meratakan penyebarannya  daya tampungnya. Baru setelah itu boleh bicara zonasi. @Kemdikbud_RI,11:28,1139026684777181185,@ferrykoto,JAWA TIMUR,1
2019-04-04,Kota Surabaya Jawa Timur,200,Tak Ada Sekolah Favorit  2019 PPDB 90 Persen Berdasarkan Zonasi http://harianbhirawa.com/tak-ada-sekolah-favorit-2019-ppdb-90-persen-berdasarkan-zonasi/ â€¦,18:33,1113766599734046720,@HelmiSupriyatno,JAWA TIMUR,3
2019-05-30,Bandung Jawa Barat,200,itu berlaku buat PPDB jawa barat  nder. zonasi murni itu yg beneran pake jarak  kalau zonasi kombinasi itu percampuran nem sama skor yg didapet dari radius rumah ke sekolah  70% : 30%,5:44,1133866725764501504,@fotoautotrof,JAWA BARAT,3
2019-04-25,Surabaya Indonesia,200,Petisi Â· Mendikbud: Konsep Zonasi 2019 akan lebih berpihak pada Sekolah Swasta Â· http://Change.org   â�¦@jokowiâ�© kami butuh bantuan Bapak Presiden  https://www.change.org/p/mendikbud-konsep-zonasi-2019-akan-lebih-berpihak-pada-sekolah-swasta â€¦,20:49,1121411010097631232,@Bamz_DarieNov,JAWA TIMUR,3
2019-05-17,Malang - Indonesia,200,Agak gemes sama sistem zonasi sekolah . Lama lama pengen buat jurnal atau penelitian tentang zonasi deh . Banyak manfaat atau ngga nya,14:37,1129289852577505280,@Marshalitaa,JAWA TIMUR,3
2019-06-18,Yogyakarta,200,ya itu +-nya  mau gmn lagi  selama yg pinter digumbulno sing pinter  gak dadi sdm e. satu2nya cara biar zonasi efektif adalah pemerataan fasilitas sekolah jg. tp ini kan jg masih berjalan  masih harus dibenahi jg,19:04,1140953405550034945,@jowotulen101,DI YOGYAKARTA,1
2019-06-14,Banjarmasin,200,Kalau semua sekolah sama dlm hal fasilitas  ketersediaan guru  maka sistem zonasi sangat baik. Jd seblm sistem zonasi ini diberlakukan alangkah baiknya kalau kualitas fasilitas sekolah dan pengajar diseragamkan dl,16:07,1139459284624822272,@RahmanAkly,JAWA BARAT,1
2019-03-08,Bogor Indonesia,200,Dikutip dr instagram Kemendikbud RI dan jg  Permendikbud Nomor 14 Tahun 2018. Berikut aturan yg berlaku utk zonasi sekolah dlm PPDB tahun ini. #ManfaatZonasiSekolah,15:34,1103936893396242433,@melfeyadin,JAWA BARAT,3
2019-03-08,Bogor Indonesia,200,Krn dengan adanya zonasi sekolah  peta guru jg sarana dan prasana pendidikan lebih terarah dan jelas. Sehingga memudahkan dalam penanganan masalah yg ada.  #ManfaatZonasiSekolah,15:18,1103933053083086848,@melfeyadin,JAWA BARAT,1
2019-06-10,Banyuwangi Indonesia,200,Pada udah tau gak sih kalo sekarang anak mau masuk sekolah SMA pake sistem zonasi? pembagian wilayahnya mirip pembagian dapil pileg DPRD Kabupaten / Kota.,7:36,1137881256706764800,@masdidikBWX,JAWA TIMUR,3
2019-06-20,Jakarta-Yogyakarta Indonesia,200,Setuju dengan sistem zonasi JIKA memang tenaga pengajar dan fasilitas sudah sama pada setiap sekolah.,14:37,1141611118189694976,@just_selvi,DI YOGYAKARTA,1
2019-05-13,magelang,200,ini daftar sekolah sistim zonasi tu gimana sih?,9:44,1127766604853309440,@PutraTeza,JAWA TENGAH,3
2019-01-15,Bandung Indonesia,200,Kemendikbud Berupaya Hapus Sekolah Favorit dengn Sistem Zonasi http://dlvr.it/QwjL5x,17:30,1085121943202742272,@galamedianews,JAWA BARAT,3
2019-06-18,Garutmalangbong-indonesia,200,Paradigma kita yg harus diluruskan kembali yaa   bahwasannya sekolah itu sama  mau negri atu swasta...shnnga dg sistem zonasi ini untuk mematahkan paradigma agar td ada namanya sekolah2 favorit...krna pemerataan sudah terlaksana.,16:02,1140907649531170816,@Ramlan_alvians,JAWA BARAT,1
2019-05-21,Malang  Indonesia,200,Kalo ppdb jaman sma dulu kaya skrg yg ikut zonasi  bisa2 aku rangking pertama ya. Lha sekolah rumah ae sekilo aja gaada,15:39,1130755077700907008,@ruliandani,JAWA TIMUR,3
2019-03-08,Surabaya,200,"Hal ini dilakukan utk mempercepat pemerataan kualitas pendidikan di seluruh tanah air. Termasuk memudahkan penanganan dan pengelolaan guru, mulai dr disttibusi, peningkatan komepetensi dan pengembangan karir. #ManfaatZonasiSekolah",7:48:42,1103925492787273729,@windisarass28,JAWA TIMUR,1
2019-06-18,Lampung Pesawaran GD.Tataan,200,Ikutan ngomentarin zonasi ah. Karena di rumah juga lagi ribut+ribet ngedaftarin si bontot.  Udahlah zonasi. Pake ada acara ditahan SKL asli. Hadeh...sekolah negri satu ini gimana sih.,17:29,1140929520700014592,@Primadia__,LAMPUNG,2
2019-06-15,Sukoharjo Indonesia,200,Begini Cara Isi Form Zonasi PPDB Online SMA Solo Agar Tenang dapat Sekolah,15:08,1139806785076912128,@JarrFajarr_,JAWA TENGAH,3
2019-05-17,Gedung Graha Pena Lt.10 Jl. Raya Kebayoran Lama No. 12 Kebayoran Lama Jakarta Selatan Indonesia 12210,200,Tak Ada Lagi Sekolah Favorit  Tahun Ini Terapkan Sistem Zonasi,9:54,1129218728137093121,@jawapos,DKI JAKARTA,3
2019-04-15,Depok Jawa Barat,200,Jangan sampai dengan pertimbangan zonasi jadi ada anak yang memang lahir dan tumbuh di samping tembok sekolah lalu berpikir tidak perlu belajar karena sudah pasti diterima di situ.,14:50,1117696602229968896,@nurfakihiswara,JAWA BARAT,2
2019-05-29,Tangerang Indonesia,200,zonasi itu jarak rumah kamu sama sekolah yang di tuju  jadi kalo mau masuk situ  liat jaraknya dulu,21:20,1133740018516746240,@cottonanaa,BANTEN,3
2019-03-08,Malang,200,Tak muda memang mengajak masyarakat untuk bersama-sama mensukseskan program zonasi sekolah ini. Karena sistem yang ada sebelumnya sudah mengakar kuat. Namun jika dilihat manfaat ke depannya rasanya kita juga ikut rugi jika tidak ikut serta mendukungnya #ManfaatZonasiSekolah,14:55,1103927222031679488,@kwardani_retno,JAWA TIMUR,3
2019-06-19,Surabaya East Java,200,Niatnya supaya pinter dan masuk sekolah negeri biar bisa meringankan beban org tua/wali murid.. Eh garaÂ² zonasi harus pasrah masuk swasta dengan biaya yang tidak murah..,1:51,1141055837688832000,@yodaprakosoo,JAWA TIMUR,2
2019-03-08,Malang,200,Zonasi sekolah mempermudah komunikasi antara sekolah dengan wali murid serta masyarakat sekitar sehungga pembinaan karakter lebih mudah dilakukan #ManfaatZonasiSekolah,15:22,1103933914651881472,@kwardani_retno,JAWA TIMUR,1
2019-03-08,Malang,200,"Jadi ga ada lagi rebutan sekolah favorit ya, karena kualitas sekolah semua sama #ManfaatZonasiSekolah ",8:06:40,1103930017971527680,@kwardani_retno,JAWA TIMUR,1
2019-02-20,Indonesia - Makassar,200,#HarmoniPagi Pada tahun ajaran baru 2019-2020  tak ada lagi alasan lulusan Sekolah Menengah Pertama di Sulsel tidak lanjut sekolah di Sekolah Menengah Atas karena diadakannya penerimaan siswa baru dengan sistem zonasi.#PLS100FMakassar Via:@tribuntimur,6:54,1098007938432528384,@RadioPLS_mks,SULAWESI SELATAN,3
2019-02-22,Bekasi Jawa Barat,200,Titik Koordinat Jadi Acuan Sistem Zonasi PPDB Online http://kanalbekasi.com/2019/02/titik-koordinat-jadi-acuan-sistem-zonasi-ppdb-online/ â€¦  @Disdik_bkskota @humasbekasikota  #PPDB #sekolah  Sistem zonasi memastikan murid sebuah sekolah berasal dari lingkungan sekitar sekolah..,8:07,1098751189082992641,@kanalbekasi,JAWA BARAT,3
