date,lokasi,status,text,time,tweet_id,username,provinsi,label
2019-01-23,Bogor Jawa Barat,200,Iyes mbak e. Daku sangat tak setuju sistem zonasi ini. Pemerataan pendidikan bukan dengan pembatasan ekstrim. Sekolah favorit tu bagus  iklim kompetisi bagus buat perkembangan intelektual & mental  & nyatanya sekolah favorit punya fasilitas & metode ajar yg udah terlanjur oke,20:09,1088061248984408064,@Junoari,JAWA BARAT,2
2019-01-22,Bandung,200,http://goo.gl/CMU7Ek  <CEK Akomodasi Sistem Zonasi PPDB 2019  Pemkot Bekasi Akan Merger Sekolah -,8:10,1087517735637209088,@jawabarat_info,JAWA BARAT,1
2019-01-22,Klaten,200,[Tribun Jogja] Aturan Sistem Zonasi Wajib Diikuti Peningkatan Kualitas Sekolah http://dlvr.it/Qx9w3s,3:38,1087449278136541184,@kla10_,JAWA TENGAH,2
2019-01-22,Yogyakarta,200,Aturan Sistem Zonasi Wajib Diikuti Peningkatan Kualitas Sekolah http://dlvr.it/Qx9R7R,1:06,1087411146418581504,@InfoSeJogja,DI YOGYAKARTA,3
2019-01-21,Bandung,200,http://goo.gl/CMU7Ek  <CEK Kuota Jalur Zonasi PPDB 2019 Jadi 90 Persen  Disdik Kota Bekasi Terkendala Pemerataan Sekolahâ€¦,21:46,1087360823717187584,@jawabarat_info,JAWA BARAT,2
2019-01-21,Jl Jend Sudirman 52 Yogyakarta,200,PPDB 2019: Sekolah Tunggu Aturan Zonasi Disdikpora DIY http://j.mp/2R3UVoP,17:28,1087295849393242112,@tribunjogja,DI YOGYAKARTA,2
2019-01-21,Bintan Island Indonesia,200,Penerimaan murid baru didasarkan pada sistim zonasi  jarak rumah ke sekolah  bukan nilai Rapor atau UN.,0:31,1087040046056693760,@pmsitohang,KEPULAUAN RIAU,2
2019-01-20,Karawang Indonesia,200,Sekolah wajib menerapkan #PPDB berbasis #zonasi untuk 90 persen dari siswa baru https://edukasi.kompas.com/read/2019/01/20/17263271/ppdb-2019-syarat-ppdb-jarak-rumah-bukan-rapor-dan-nilai-un?utm_source=Facebook&utm_medium=Refferal&utm_campaign=Sticky_Mobile â€¦,19:18,1086961113743282177,@aguskrw1,JAWA BARAT,3
2019-01-17,Yogyakarta Indonesia,200,Hahahaha.. aku bahkan udah mikir mau tinggal dimana setelah nikah takut jaman anakku sekolah nanti masih ada zonasi,18:24,1085860408479469569,@dianita_dpr,DI YOGYAKARTA,1
2019-01-17,Tabanan Bali,200,Sistem yang dulu lebih baik  tanpa campur tangan penguasa yang titip sana titip sini  ga ada uang sogokan  ga ada sistem zonasi yang buat sekolah malah mundur. dulu siswa bisa sekolah dimana saja sesuai dengan kemauan dan passing grid. Sekarang untuk urusan sekolah saja sudah KKN,16:56,1085838345811386368,@afriesmart,BALI,2
2019-01-17,Tasikmalaya,200,Hapus Sekolah Favorit dengan Zonasi https://www.radartasikmalaya.com/hapus-sekolah-favorit-dengan-zonasi/ â€¦,10:41,1085743914844340224,@radartasik,JAWA BARAT,2
2019-01-17,Indonesia - Makassar,200,#HarmoniPagi Pemerintah Kota Makassar melalui dinas pendidikan  mewacanakan akan menerapkan sistem zonasi bagi guru Sekolah Dasar (SD) dan Sekolah Menengah Pertama (SMP) di Kota Makassar untuk mengurangi kemacetan. Info : Tribun Timur #PLS100FMakassar,7:54,1085701785853947904,@RadioPLS_mks,SULAWESI SELATAN,1
2019-01-16,Yogyakarta Indonesia,200,Mohon maaf pak ganjar  kebijakan zonasi tujuannya bagus untuk menghilangkan status sekolah favorit dan memeratakan pelajar  akan tetapi kurang bijaksana mengingat kualitas guru dan fasilitas tiap sekolah masih ada kesenjangan antara sekolah favorit dgn sekolah pinggiran,17:09,1085479208199962626,@MNursafiq,DI YOGYAKARTA,1
2019-01-16,Bekasi Jawa Barat,200,Mendikbud: Aturan Zonasi Dirubah dan SKTM Tak Berlaku http://kanalbekasi.com/2019/01/mendikbud-aturan-zonasi-dirubah-dan-sktm-tak-berlaku/ â€¦  #netizen #sekolah #mendikbud #ppdb,14:02,1085432171274285062,@kanalbekasi,JAWA BARAT,2
2019-01-15,Bandung Indonesia,200,Kemendikbud Berupaya Hapus Sekolah Favorit dengn Sistem Zonasi http://dlvr.it/QwjL5x,17:30,1085121943202742272,@galamedianews,JAWA BARAT,2
2019-01-15,Kasihan Bantul Yogyakarta,200,Kemendikbud upayakan hapus sekolah favorit dengan zonasi http://bit.ly/2jkaSfw,16:33,1085107722041856000,@AriKurniawan95,DI YOGYAKARTA,1
2019-01-15,Kota Makassar,200,Disdik Makassar Akan Terapkan Zonasi Guru dan Merger 20 Sekolah https://www.sinarkata.media/2019/01/15/disdik-makassar-akan-terapkan-zonasi-guru-dan-merger-20-sekolah/ â€¦,13:16,1085058021229760512,@sinarkata_media,SULAWESI SELATAN,1
2019-01-15,yogyakarta indonesia,200,Tambahan pendidikan moral perlu ditingkatkan dan aturan dalam seleksi masuk sekolah (zonasi/yg lain) perlu ditinjau kembali pak,10:08,1085010825746632705,@djeto_catur,DI YOGYAKARTA,3
2019-01-13,Tegal Jawa Tengah,200,Seandainya jadi  sante ajalah.. SMANSA cuma mau PINDAH  bukan BUBAR.  Pindah ke tegalsari sini o nyong malah seneng biar anakku sekolah di smansa kalo nanti masih pake sistem zonasi. Wakakakakk,22:58,1084479803019866112,@TitinPrincess,JAWA TENGAH,2
2019-01-11,Bandung West Java Indonesia,200,Gara-gara Sistem Zonasi  Bus Sekolah di Bandung Sepi Peminat http://prfmnews.com/berita.php?detail=garagara-sistem-zonasi-bis-sekolah-di-bandung-sepi-peminat â€¦,11:49,1083586767024869376,@PRFMnews,JAWA BARAT,3
2019-01-10,Bekasi Timur Indonesia,200,Fokus kunjungan pembahasan  1. Zonasi PPDB  Ketenagaan  2. Pembiayaan sekolah selain Bos APBN  dari APBD . 3. Peran serta orang tua masih boleh atau tidak 4. Kesejahteraan guru honorer  dan tenaga honorer .,11:20,1083217088829743104,@Disdik_bkskota,JAWA BARAT,1
2019-01-10,Pemalang Jawa Tengah,200,Kalau bisa sih hapus juga sistem zonasi hehehe agar anak desa bisa sekolah di kota,8:32,1083174830185181189,@herupamungkas01,JAWA TENGAH,3
2019-01-09,Salatiga Jawa Tengah,200,Anak berprestasi bisakah memilih sekolah yg di kehendaki tanpa terhalang Zonasi pak??,20:38,1082995086332329986,@telompahslewah,JAWA TENGAH,3
2019-01-09,Purbalingga Indonesia,200,Narasi videonya akan lebih baik jika SKTM dihapus bukan untuk mencegah orang berbohong  tapi karena filosofi zonasi sekolah sudah tidak relevan lagi membobot SKTM. SKTM & st.zonasi 2 persoalan terpisah. SKTM insentif biaya pendidikan sedang zonasi prosedur penerimaan siswa baru,20:08,1082987574027636737,@mewienahto,KEPULAUAN RIAU,3
2019-01-09,Tegal Jawa Tengah,200,RT @ganjarpranowo : Saya pastikan SKTM tidak berlaku lagi pada penerimaan siswa baru SMA/SMK 2019. Dasar penilaian masuk sekolah adalah prestasi. Namun bagi siswa tidak mampu jangan khawatir  kami jamin bisa sekolah sesuai zonasi dan diberikan beasiswa.,13:18,1082884172019089409,@ElshintaTegal,JAWA TENGAH,3
2019-01-09,Pekalongan Indonesia,200,Jateng tak lagi berlakukan SKTM untuk PPDB  jadi dasar penilaian masuk sekolah adalah prestasi  bukan kemiskinan..  Untuk siswa miskin akan tetap bisa sekolah sesuai zonasi dan diberikanâ€¦ https://www.instagram.com/p/BsZm56VHh9x/?utm_source=ig_twitter_share&igshid=7eobvh9eozzc â€¦,11:20,1082854559188279297,@pekalongan_info,JAWA TENGAH,1
2019-01-09,Pekalongan Indonesia,200,Jateng tak lagi berlakukan SKTM untuk PPDB  jadi dasar penilaian masuk sekolah adalah prestasi  bukan kemiskinan..  Untuk siswa miskin akan tetap bisa sekolah sesuai zonasi dan diberikan beasiswa..    #adm1 #pekalonganinfo https://www.facebook.com/pekalonganinfo/videos/528370390978659/ â€¦,11:19,1082854456658673669,@pekalongan_info,JAWA TENGAH,2
2019-02-26,Jl Jend Sudirman 52 Yogyakarta,200,Disdikpora Akan Lakukan MoU dengan Jateng Soal Zonasi  Sekolah di Wilayah Perbatasan,18:06,1100351309075660800,@tribunjogja,DI YOGYAKARTA,2
2019-02-22,Bandung Jawa Barat,200,More info :  Abdul M  0822.1661.8168  #tamansari #universitas #residence #apartemen #pusatkota #kotabandung #siaphuni #investasi #sekolah #zonasi #riaujunction #braga #bip #bec #asiaafrikaâ€¦ https://www.instagram.com/p/BuLrW4QAxP_/?utm_source=ig_twitter_share&igshid=20rrgi6elbvr â€¦,18:30,1098907999341490176,@Alvida_Care,JAWA BARAT,3
2019-02-22,Bandung Jawa Barat,200,More info :  Abdul M  0822.1661.8168  #tamansari #universitas #residence #apartemen #pusatkota #kotabandung #siaphuni #investasi #sekolah #zonasi #riaujunction #braga #bip #becâ€¦ https://www.instagram.com/p/BuLrQ_mAtRG/?utm_source=ig_twitter_share&igshid=14dh2h0zdjc37 â€¦,18:30,1098907791924707330,@Alvida_Care,JAWA BARAT,2
2019-02-22,Bandung Jawa Barat,200,More info :  Abdul M  0822.1661.8168  #tamansari #universitas #residence #apartemen #pusatkota #kotabandung #siaphuni #investasi #sekolah #zonasi #riaujunction #braga #bip #bec #asiaafrikaâ€¦ https://www.instagram.com/p/BuLrJ0VAWsE/?utm_source=ig_twitter_share&igshid=1ro2jz7sq623 â€¦,18:29,1098907546734063616,@Alvida_Care,JAWA BARAT,3
2019-02-22,Yogyakarta,200,Terlepas dari sepakat/tidaknya sist zonasi ini  tujuan utama zonasi ini adalah pemerataan pendidikan supaya tidak ada lagi ketimpangan antara sekolah favorit dan yang tidak. Maka  kini saya rasa pihak sekolah harus menghadapi kenyataan bahwa SDMnya harus mempersiapkan diri.,18:25,1098906681701003264,@yuerekk,DI YOGYAKARTA,2
2019-02-22,Bandung Jawa Barat,200,More info  Abdul M  0822.1661.8168  #tamansari #universitas #residence #apartemen #pusatkota #kotabandung #siaphuni #investasi #sekolah #zonasi #riaujunction #braga #bip #bec #asiaafrikaâ€¦ https://www.instagram.com/p/BuLqP5lA67t/?utm_source=ig_twitter_share&igshid=vu4n0aamcc1x â€¦,18:21,1098905555425480705,@Alvida_Care,JAWA BARAT,3
2019-02-22,Yogyakarta,200,Faktanya  turunnya minat siswa di tingkat kompetisi olimpiade sains dan sejenisnya  karena memang sekolah tsb kini tidak lagi menerima input siswa dengan nilai yang semuanya tinggi seperti halnya waktu lampau. Hadapi fakta bahwa ini adalah konsekuensi dr pemberlakuan sist ZONASI,18:20,1098905472483184641,@yuerekk,DI YOGYAKARTA,3
2019-02-22,Bandung Jawa Barat,200,More info  Abdul M  0822.1661.8168  #tamansari #universitas #residence #apartemen #pusatkota #kotabandung #siaphuni #investasi #sekolah #zonasi #riaujunction #braga #bip #bec #asiaafrikaâ€¦ https://www.instagram.com/p/BuLqLvagLL_/?utm_source=ig_twitter_share&igshid=gu9w5a8jku0g â€¦,18:20,1098905412840099846,@Alvida_Care,JAWA BARAT,1
2019-02-22,Bandung Jawa Barat,200,More info  Abdul M  0822.1661.8168  #tamansari #universitas #residence #apartemen #pusatkota #kotabandung #siaphuni #investasi #sekolah #zonasi #riaujunction #braga #bip #bec #asiaafrikaâ€¦ https://www.instagram.com/p/BuLqHuYAL1u/?utm_source=ig_twitter_share&igshid=1n6l1jtamqg3d â€¦,18:20,1098905275287752705,@Alvida_Care,JAWA BARAT,3
2019-02-22,Tebing Tinggi Indonesia,200,3. Kuota paling sedikit 90 % dlm jalur zonasi #PPDB2019 termasuk kuota bagi peserta didik dari keluarga ekonomi tidak mampu (dibuktikan dengan surat dari pemerintah/pemda) dan/atau anak penyandang disabilitas pada sekolah yg menyelenggarakan layanan inklusif.  #SemuaBisaSekolah,12:34,1098818214358745089,@PemkotTebing,SUMATERA UTARA,1
2019-02-22,Bekasi Jawa Barat,200,Titik Koordinat Jadi Acuan Sistem Zonasi PPDB Online http://kanalbekasi.com/2019/02/titik-koordinat-jadi-acuan-sistem-zonasi-ppdb-online/ â€¦  @Disdik_bkskota @humasbekasikota  #PPDB #sekolah  Sistem zonasi memastikan murid sebuah sekolah berasal dari lingkungan sekitar sekolah..,8:07,1098751189082992641,@kanalbekasi,JAWA BARAT,3
2019-02-21,Payakumbuh Indonesia,200,Diharapkan dengan diberlakukan zonasi ini bisa menjadi penyetaraan kualitas sekolah  sehingga tidak ada lagi sekolah yang tutup karena kekurangan siswa. Selain itu juga dilakukan penyebaran guru dan peningkatan fasilitas sekolah agar kualitas...,21:48,1098595263889866752,@ulsikumbang,SUMATERA BARAT,3
2019-02-21,Yogyakarta Indonesia,200,Ketika banyak orang tua berbondong2 mendaftarkan anaknya ke sekolah favorit di kota kami. Sementara di sudut lain  kami justru berpeluh mencari peserta didik untuk mau menuntaskan wajib belajar. Sistem zonasi adalah proses panjang menuju  pemerataan peserta didik.,19:46,1098564728379473920,@herdianasukma,DI YOGYAKARTA,3
2019-02-20,Kota Surabaya Jawa Timur,200,Knp dlm sistem zonasi sekolah swasta dan smk tdk diikutkan?,21:18,1098225357822410752,@siinuurii,JAWA TIMUR,1
2019-02-20,Indonesia - Makassar,200,#HarmoniPagi Penerimaan siswa baru  Sekolah Menengah Atas tahun ini berbeda dari sebelumnya  selain sistem zonasi tidak ada lagi pendaftaran baik online dan manual.#PLS100FMakassar via:@tribuntimur,7:31,1098017249066049537,@RadioPLS_mks,SULAWESI SELATAN,2
2019-02-20,Indonesia - Makassar,200,#HarmoniPagi Penerimaan siswa baru Sekolah Menengah Atas tahun ajaran baru 2019-2020 dilakukan dengan sistem zonasi yang dapat memudahkan pelajar untuk sekolah dengan jarak dekat dari kediamannya.#PLS100FMakassar Via:@tribuntimur,7:03,1098010211900481536,@RadioPLS_mks,SULAWESI SELATAN,2
2019-02-20,Indonesia - Makassar,200,#HarmoniPagi Pada tahun ajaran baru 2019-2020  tak ada lagi alasan lulusan Sekolah Menengah Pertama di Sulsel tidak lanjut sekolah di Sekolah Menengah Atas karena diadakannya penerimaan siswa baru dengan sistem zonasi.#PLS100FMakassar Via:@tribuntimur,6:54,1098007938432528384,@RadioPLS_mks,SULAWESI SELATAN,2
2019-02-14,Jakarta Pusat DKI Jakarta,200,Penetapan Zonasi Sekolah dalam Proses Perampungan https://jpp.go.id/humaniora/pendidikan/330121-penetapan-zonasi-sekolah-dalam-proses-perampungan â€¦ #JppIndonesia,10:13,1095883593442746368,@JppIndonesia,DKI JAKARTA,2
2019-02-11,Bekasi Jawa Barat,200,AKOMODASI SISTEM ZONASI PPDB 2019  PEMKOT BEKASI AKAN MERGER SEKOLAH https://goo.gl/Eevn5L,10:37,1094802590720610304,@pemkotbekasi,JAWA BARAT,2
2019-02-11,Kediri Indonesia,200,monggo sharing sama saya  saya orang Kediri :) kalo anda kritik zonasi itu buruk dan kurang sana sini ya anda juga mendukung sekolah negeri terancam di merger dan otomatis di tutup karena masyarakat sekitar sekolah gamau disitu karena bukan sekolah favorit,10:01,1094793494789447680,@santisartikaa,JAWA TIMUR,3
2019-02-11,Jakarta Selatan DKI Jakarta,200,"pemikiran aku juga begitu  tapi ya emang ada orang2 kaya gitu.  Dan banyak ortu yg ga suka penerapan zonasi gitu  mereka ngerasa pendidikan anaknya terancam karna ga bs masuk yg ""berkualitas"" mnrt mereka.  ternyata banyak yg begitu juga  entah beli rumah atau kontrak demi sekolah",8:49,1094775425585180672,@AliciaVanAkker,DKI JAKARTA,1
2019-02-11,Cilegon-Banten,200,yap  tapi sistem zonasi salah satu tujuannya menghapus adanya sekolah favorit  dgn alasan pemerataan katanya. yatapi kan kasian anak berprestasi tp rumahnya agak jauh dr sekolah favorit. kuota hanya 5%.,0:19,1094647158588899329,@diniedyah,BANTEN,1
2019-02-10,Jakarta Selatan DKI Jakarta,200,bener  kenalan orang tua aku sampai beli rumah baru karna penerapan zonasi demi anaknya masuk ke sekolah favorite yg dimau anak dan ortunya.  gila sih sejujurnya  aku speechless abis,22:58,1094626619681992704,@AliciaVanAkker,DKI JAKARTA,3
2019-02-10,Jakarta-Samarinda,200,Tantangannya berat. Pemerintah pusat sudah berusaha menghapus label itu  dan menerapkan zonasi. Di lapangan  apalagi daerah luar pulau Jawa  label sekolah favorit enggak semudah itu dihilangkan. Mudah-mudahan bisa berjalan baik.,21:56,1094611090229612544,@DragonoHalim,KALIMANTAN TIMUR,1
2019-02-10,Kediri Indonesia,200,Mas nya tau ga? Kalo sekarang pemerintah khususnya Kemendikbud lagi gencar2nya menghapus namanya title 'sekolah favorit'? Nah salah satu tujuannya biar pendidikan bisa untuk semua orang seperti gaung wajib belajar 12 tahun  Kemendikbud pake aturan zonasi  banyak orang protes (1),21:50,1094609637138096128,@santisartikaa,JAWA TIMUR,1
2019-02-10,Bangka Belitung Indonesia,200,Sayang sekali kalau sekolah zonasi diterapkan pada jenjang SMA  karena menurut saya latar belakang sekolah termasuk menjadi faktor penting dlm penerimaan di PTN  Terima kasih,15:37,1094515708577251328,@Zulfa_ZA19,KEPULAUAN BANGKA BELITUNG,2
2019-02-10,Kota Malang Jawa Timur,200,3.Kuota minimal 90% dlm jalur zonasi #PPDB2019 trmasuk kuota bg peserta didik dr keluarga ekonomi tdk mampu (dibuktikan dgn bukti keikutsertaan dlm prog pnanganan keluarga tdk mampu dr Pemda dan/atau anak penyandang disabilitas pd sekolah dg layanan inklusif. #SemuaBisaSekolah,12:58,1094475700730392581,@PemkotMalang,JAWA TIMUR,1
2019-02-09,Jakarta Selatan DKI Jakarta,200,Kuota paling sedikit 90% dalam jalur zonasi juga termasuk kuota bagi peserta didik dari keluarga ekonomi tidak mampu (dibuktikan dgn bukti Peserta Didik dalam program penanganan keluarga tidak mampu dari Pemerintah/Pemda) dan/atau anak penyandang disabilitas pada sekolah inklusif,14:28,1094135901762940928,@ShbKeluarga,DKI JAKARTA,1
2019-02-08,Malang Jawa Timur,200,Bukanya ga setuju ya tapi upaya zonasi belum dibarengi dengan upaya perbaikan kualitas pembelajaran dan akreditasi di sekolah tersebut secara merata  Ya Korban nya siswanya apalagi untuk PPDB SMA  kualitas dimana dia diterima di SMA tsb ada andil buat masuk PTN nya nanti,18:13,1093830103291768832,@hfidhar,JAWA TIMUR,2
2019-02-08,Jakarta Selatan,200,4. Sistem zonasi diterapkan di semua wilayah  kecuali di daerah 3T krn faktor geografis yg sukar. Selain itu  juga tdk diterapkan pada SMK  sekolah swasta  sekolah berasrama & satuan pendidikan kerja sama yg mengombinasikan kurikulum nasional dgn internasional. #SemuaBisaSekolah,15:38,1093791191621988353,@Kemenperin_RI,DKI JAKARTA,2
2019-02-08,Jakarta Selatan,200,3. Kuota paling sedikit 90 % dlm jalur zonasi #PPDB2019 termasuk kuota bg peserta didik dari keluarga ekonomi tidak mampu atau anak penyandang disabilitas pada sekolah yg menyelenggarakan layanan inklusif. #SemuaBisaSekolah,15:36,1093790754831388672,@Kemenperin_RI,DKI JAKARTA,1
2019-02-08,Jakarta Pusat DKI Jakarta,200,4. Sistem zonasi diterapkan di semua wilayah  kecuali di daerah (3T) karena faktor geografis yang sukar. Selain itu  jg tdk diterapkan pd SMK  sekolah swasta  sekolah berasrama dan satuan pendidikan kerja sama yang mengombinasikan kurikulum nasional dengan internasional.,15:21,1093786966687019009,@KemensetnegRI,DKI JAKARTA,2
2019-02-08,Jakarta Pusat DKI Jakarta,200,3. Kuota paling sedikit 90 persen dlm jalur zonasi #PPDB2019 termasuk kuota bagi peserta didik dari keluarga ekonomi tidak mampu dan/atau anak penyandang disabilitas pada sekolah yg menyelenggarakan layanan inklusif. #SemuaBisaSekolah,15:21,1093786949045764096,@KemensetnegRI,DKI JAKARTA,3
2019-02-08,Palembang South Sumatra,200,Sistem zonasi diterapkan di semua wilayah  kecuali di daerah terluar  terdepan  dan tertinggal (3T) karena faktor geografis yang sukar. Selain itu  juga tidak diterapkan pada SMK sekolah swasta,14:52,1093779653200736256,@DISKOMINFOSS,SUMATERA SELATAN,1
2019-02-08,Banda Aceh Indonesia,200,irwan_sst RT KemenkeuRI: Sistem zonasi diterapkan di semua wilayah  kecuali di daerah 3T karena faktor geografis yg sukar. Selain itu  juga tdk diterapkan pada SMK  sekolah swasta  sekolah berasrama & satuan pendidikan kerja sama yg mengombinasikan kurikâ€¦,14:30,1093774075862896640,@DJPB_Aceh,ACEH,3
2019-02-08,Banda Aceh Indonesia,200,irwan_sst RT KemenkeuRI: Kuota paling sedikit 90% dlm jalur zonasi #PPDB2019 termasuk kuota bagi peserta didik dari keluarga ekonomi tidak mampu dan/atau anak penyandang disabilitas pada sekolah yg menyelenggarakan layanan inklusif. #SemuaBisaSekolah,14:30,1093774073858088960,@DJPB_Aceh,ACEH,3
2019-02-07,Surabaya,200,Dinas Pendidikan (Diknas) menggunakan mekanisme dalam jaringan (daring) dengan memprioritaskan jarak tempat tinggal terdekat ke sekolah dalam zonasi... http://www.surabayapagi.com/read/184102/2019/02/06/bahas-kesiapan-ppdb-dan-unbk-dewan-gelar-rdp-dengan-diknas.html#ICID=sharebar_twitter â€¦,20:00,1093494590634708992,@SurabayaPagi,JAWA TIMUR,3
2019-02-07,Blitar - East Java - Indonesia,200,[2] atau mempertimbangkan jarak tempat tinggal #siswa dengan #sekolah untuk pemerataan siswa.  Berdasarkan evaluasi dari #PPDB Sebelumnya  kuota untuk zonasi 90%  jalur prestasi 5% & pindah tugas orang tua sebesar 5%.  Aturan itu  menurutnya  membuat banyak #siswaberprestasi yg,3:19,1093242881584783360,@radiopatria,JAWA TIMUR,1
2019-02-06,Pemalang Jawa Tengah ID,200,Oohh pake sistem zonasi yaa anda kek sekolah aja  padahal ini tweet saya,12:04,1093012416051306496,@MelySutiani98,JAWA TENGAH,3
2019-02-04,Semarang Jawa Tengah,200,Dengan Sistem Zonasi  Keluarga Miskin Jangan Takut Sekolah - https://is.gd/UQOlZU  #BeritaSemarang #AsatuID #JatengGayeng,19:51,1092405186012823554,@asatuid,JAWA TENGAH,3
2019-02-04,Makassar Sulawesi Selatan,200,Dinas Pendidikan (Disdik) Kota Makassar berencana melakukan zonasi terhadap guru. Baik yang mengajar di tingkat Sekolah Dasar maupun Sekolah Menengah Pertama.,15:27,1092338897722327040,@rakyatkudotcom,SULAWESI SELATAN,2
2019-02-01,Bandung Jawa Barat,200,Gakebayang kalau seandainya sekolah unggulan dihapus  daya saingnya jadi kurang banget. Trys karena ya zonasi juga kan  yang deket bisa gampang masuk sekolah yg dilabeli unggulan itu. Padahal kalo orgnya bebal  bandel  emg bakal survive di sekolah itu?,18:17,1091294358777675776,@kelieuran,JAWA BARAT,3
2019-02-01,Denpasar Bali Indonesia.,200,Sukana: Sistem Zonasi Harus Didukung Ketersediaan Sekolah Negeri http://www.baliekbis.com/sukana-sistem-zonasi-harus-didukung-ketersediaan-sekolah-negeri/ â€¦,15:47,1091256699930009601,@BaliEkbis,BALI,1
2019-03-30,Gedung Graha Pena Lt.10 Jl. Raya Kebayoran Lama No. 12 Kebayoran Lama Jakarta Selatan Indonesia 12210,200,PPDB  Sekolah Swasta Segera Kena Zonasi http://jawapos.com/su/4/n/128473,11:45,1111851806840119297,@jawapos,DKI JAKARTA,3
2019-03-28,Cikarang - Jombang - Depok,200,Trus jadi mikir kalo sekolah pake sistem zonasi  apa kualitas smandel bakal turun ya? Hmm  Pemerataan kualitas tu biar yang masih kurang bisa meninggi  bukan yang udah tinggi ikut merendah.. ya to?,6:55,1111054256700702720,@dewiwulaaan,JAWA BARAT,2
2019-03-27,Kediri Indonesia,200,Terlalu memaksa  ambisius  orang tuanya bukan anaknya. Alhamdulilah sekarang sudah ada permendikbud tentang zonasi  mau gamau nih kalo mau sekolah di negeri ya harus sekolah di deket rumah.,14:19,1110803449967316992,@santisartikaa,JAWA TIMUR,3
2019-03-27,Kediri Indonesia,200,Apa motivasi yang mendasari wali murid untuk mendaftarkan anaknya ke sekolah  favorit diluar zonasi? Apakah karena sekolah tersebut moncer dengan segala prestasi? Atau gengsi?,14:19,1110803427712360448,@santisartikaa,JAWA TIMUR,3
