date,lokasi,status,text,time,tweet_id,username,provinsi,label
2020-03-03,Jakarta Selatan DKI Jakarta,200,"@aniesbaswedan demi kenyamanan &amp; keamanan siswa belajar disklh, apa harus diwajibkn membeli masker dgn harga semahal itu?Mmg sekolah adik saya rata"" pengguna mobil alpard. &amp; adik saya kena sistem zonasi,kmi kewalahan menghadapi senjang sosial sprt ini apalagi dlm kondisi darurat",12:51:59,1234823837117767680,@Putrimarcelina2,DKI JAKARTA,2
2020-03-03,Jawai Selatan..SAMBAS KAL-BAR,200,"Sekolah Sistem Zonasi Masih Bisa Menerima Siswa di Luar Wilayah Pemetaan, Berikut Penjelasannya! ",12:28:02,1234817810523549696,@anddi98,KALIMANTAN BARAT,3
2020-03-02,Semarang-Ceger,200,"pertimbangan beli properti rumah adalah keramaian kota, fasum, transport, karo zonasi sekolah. Sing duite akeh yo penak angger tuku, sing mepet mikir2 sik ping sewu",06:10:57,1234360527662379008,@fww_wisnu,JAWA TENGAH,2
2020-03-01,Denpasar Bali,200,Aku bangga banget sama kamu udah ngambis di akhir semester dan dapet nilai memuaskan tp jgn sedih gara” zonasi km gadapet sekolah yg diinginin. Aku bangga bngt sm km. Lakuin hal itu juga di kls 12 nnti ya ,14:56:53,1234130495396597760,@micyinnn,BALI,2
2019-06-21,Yogyakarta Indonesia,200,Kalau diindonesia sekarang sudah menerapkan zonasi untuk memperdekat jarak anak anak yang sekolah. Apa boleh para jomblo request untuk menerapkan zonasi juga untuk memperdekat dengan jodohnya?,21:53,1142083007462825986,@kaikoprtw,DI YOGYAKARTA,2
2019-06-21,Surabaya,200,Ya.. disatu sisi.. lalu bagaimana nasib anak yg sudah berusaha dapat nilai bagus gak bisa masuk sekolah negeri bahkan ke yg kategori sekolah negeri pinggiran hanya karena jarak rumahnya kurang dekat dr smpn dalam zonasi rumahnya? Adilkah?,21:46,1142081272996458496,@fitanugrah,JAWA TIMUR,2
2019-06-21,Bekasi,200,"Aturan Zonasi ini  ingin meniadakan favoritisme atau kasta dalam dunia pendidikan  dengan pelebelan sekolah favorit. aturan ini seakan mem-Bold jargon baru dalam dunia pendidikan Indonesia saat ini dan selanjutnya bahwa : ""Semua Sekolah adalah sekolah Favorit""",21:45,1142081132835459072,@Biyung_Elang,JAWA BARAT,1
2019-06-21,MALANGEAST JAVA,200,Lagi rame sekolah ndak boleh ke luar kota. Apadaya aku ini yg dulu hanya Sd di kota ini. .... semoga ndak ada zonasi lainnya. Karena hidup nomaden itu indah.,21:43,1142080489508917248,@di_chriz,JAWA TIMUR,3
2019-06-21,Bandung,200,"bagus jika kualitas infrastruktur sekolah dan pemetaan zonanya pas  yg terjadi skrg sistem zonasi lumaya merugikan org"" yg tinggal di daerah yg insfrastruktur sekolah di zonanya kurang memadai",21:39,1142079713667457024,@zal_AK13,JAWA BARAT,3
2019-06-21,Semarang Jawa Tengah,200,Masuk sekolah lewat jalur prestasi   Masuk sekolah lewat jalur Zonasi   Pura pura miskin biar bisa masuk sekolah lewat jalur keluarga tidak mampu,21:37,1142079186346975232,@Mirzajerk,JAWA TENGAH,3
2019-06-21,Banjarnegara Jawa tengah,200,Sekarang aja mau sekolah harus pake zonasi  jangan bilang entar kalo mau nikah harus pake zonasi juga?,21:36,1142078928783208448,@Elsabillahhh,JAWA BARAT,3
2019-06-21,Bandung,200,ini karena sekolah favorit punya ika yg kuat unt bantu sekolah meningkatkan fasilitasnya. Jadi kalaupun dari pemerintah dana fasilitas sama  penerapannya jadi beda.  tapi kalau zonasi terus dilakukan mngkn 25 thn lg fasilitas sekolah bisa sama karena anggotanya ika-nya beragam.,21:31,1142077507421659137,@_iirraa,JAWA BARAT,1
2019-06-21,Bekasi,200,Kemendikbud sejak 2017  mulai memberlakukan sistem Zonasi dalam Penerimaan Peserta didik baru. Mengapa Zonasi?. Dikutip dari laman Kemendikbut  Menteri pendidikan ingin melakukan reformasi di Sekolah secara menyeluruh.,21:29,1142077034568400902,@Biyung_Elang,JAWA BARAT,3
2019-06-21,Depok Jawa Barat,200,Lagian sekolah sama rumah beda zonasi wkak,21:20,1142074795384700928,@lalalalanisaa,JAWA BARAT,1
2019-06-21,Depok Jawa Barat,200,Itu artikel yg mempermasalahkan sistem zonasi sekolah kan,21:18,1142074366584188928,@meissarionis_,JAWA BARAT,3
2019-06-21,Yogyakarta Indonesia,200,Bukan kah sistem zonasi justru malah membatasi hak anak untuk menentukan sekolah pilihan.. ?  Aku yakin pemerintah juga sudah sedemikian getol untuk meningkatkan kualitas pendidikan   tapi buktinya sekolah di kota lebih unggul dibanding di desa desa ~,21:17,1142074128884625408,@danurrendy,DI YOGYAKARTA,3
2019-06-21,Blitar Belongs To Me,200,Pada gak setuju sistem zonasi karena anak nya yang katanya pintar tidak bisa masuk sekolah favorit? Hilangkan dong stigma yang kolot itu kalo sekolah favorit cuman buat anak yang pintar  jangan mendiskriminasikan anak yang (maaf) mungkin belum pintar.,21:16,1142073908834652160,@Devit_SP,JAWA TIMUR,1
2019-06-21,Semarang,200,Besar harapan saya agar zonasi ini dapat dijalankan sesuai dengan semestinya. Agar anak juga tidak terbebani dengan gengsi orang tua. Kalau memang pintar ya dimanapun bisa tetap pintar kok. Mamam tuh sekolah kaporit. Mamam juga tuh gengsi.,21:14,1142073415030865920,@StoryOfAbdullah,JAWA TENGAH,2
2019-06-21,Yogyakarta,200,Wkwkwkwk.... Nek sekolah ng alam wis tak rintis ndez  suk nek ktemu foto ne tak share via WA  hahaha  Mlebu SD syarat e kpie ndez? Ora zonasi? Heuheu,21:11,1142072476916043776,@iwan_ernanto,DI YOGYAKARTA,3
2019-06-21,Bandung,200,Zonasi hanya untuk SMA  SMK tdk paki zonasi. Dan semua wilayah pasti sudah masuk dalam zona wilayah SMA trdekkt. Jadi tdk ada yg namanya tdk dapat zona sekolah,21:07,1142071637967196160,@MawanEDevri,JAWA BARAT,3
2019-06-21,Yogyakarta Indonesia,200,Nganu... Saya dulu milih sekolah krn sekolah yg saya tuju punya banyak pilihan ekskul yg ga ada di sklh lain. Dan nyatanya hal tersebut yg selama ini bikin semangat sklh dan ilmunya msh kepake sampe skrg. Dgn zonasi  mgkn saya terpaksa mengubur mimpi  menerima nasib tanpa usaha,21:07,1142071602198110208,@_muhisa,DI YOGYAKARTA,2
2019-06-21,Sumedang Jawa Barat,200,@jokowi paa  saya mohon hapuskan sistem zonasi. Saya merasa tersiksa dengan sistem itu. Saya juga ingin bersekolah di sekolah favorit pak. Di sma negeri.  #tolakzonasippdb #PPDBzonasi  #ppdbjabar,21:02,1142070322662739968,@TeniOktaviani7,SUMATERA UTARA,3
2019-06-21,Bekasi Utara Indonesia,200,Kalo mau masuk sekolah idaman  mending pindah rumah aja ngapain belajar. #ZONASI  #sekolah,20:57,1142069058382098433,@Prasetyorahmat4,JAWA BARAT,2
2019-06-21,Jakarta Selatan DKI Jakarta,200,Kartel my ass. Pake nilai justru membuka market sebebasnya buat murid dengan nilai/prestasi non akademik yg baik untuk punya pilihan lebih mau sekolah dimana. Meritokrasi. Pakai zonasi tinggal ortunya kaya supaya pindah rumah dekat sekolah yg diinginkan?,20:51,1142067405071376384,@darma__p,DKI JAKARTA,2
2019-06-21,Bandung - Indonesia,200,Zonasi Bikin Warga Cibiru Kota Bandung Sulit ke Sekolah Negeri  yang Untung Warga Kabupaten Bandung https://jabar.tribunnews.com/2019/06/21/zonasi-bikin-warga-cibiru-kota-bandung-sulit-ke-sekolah-negeri-yang-untung-warga-kabupaten-bandung â€¦ via @tribunjabar,20:48,1142066868804395009,@tribunjabar,JAWA BARAT,3
2019-06-21,Malang Jawa Timur,200,Habis ini harga tanah perumahan deket sekolah favorit bakal naek gara2 system zonasi sekolah.,20:41,1142064924992188416,@andrianrafly,JAWA TIMUR,3
2019-06-21,subang jawa barat,200,Latar belakang lahirnya zonasi dalam PPDB adalah adanya sekolah favorit dan tdk favorit harusnya cari penyebabnya itu bikin yg tdk favorit jadi favorit nantinya akan merata dengan sendirinya,20:39,1142064396106997761,@cecepherlambang,JAWA BARAT,1
2019-06-21,Blitar Jawa Timur,200,Cuma berharap  dengan zonasi yg katanya 'pemerataan' ini semoga emang bener2 diratakan. Bukan cuma muridnya  tapi fasilitas masing2 sekolah  cara pengajaran  kualitas guru juga harus diratakan. Agar kedepannya  cap 'sekolah favorit' berlaku untuk semua sekolah di Indonesia.,20:38,1142064222584463360,@dinimaharanipp,JAWA TIMUR,1
2019-06-21,Bandung Jawa Barat,200,iyaa  mmg kampret bgt tu zonasi bikin adekku bingung mau masuk smpnya cuman gara2 jarak rumah ke sekolah,20:35,1142063550417887232,@scorlust,JAWA BARAT,3
2019-06-21,Bekasi - Karawang,200,Kalo dulu SMA udah ada sistem zonasi bisa jadi gue pas istirahat sekolah tinggal pulang aja ke rumah,20:29,1142062001889271809,@tioaputera,JAWA BARAT,2
2019-06-21,Tegal Jawa Tengah,200,Daftar sekolah aja pake zonasi  apakah tahun2 kedepan jodoh akan di zonasiin juga ?,20:29,1142061881567223808,@krupukkriuk,JAWA TENGAH,2
tweet_id,text,username,date,time,lokasi,status,provinsi,label
1238425685837766656,Kalau telat berangkat sekolah di suruh ngaji di masjid sekolah sama bayar 2k untuk kelas 12 kelas 11&amp;10 20k karna sistem zonasi mantappp kannn,@shipaclarisaptr,2020-03-13,11:24:26,Tangerang Indonesia,200,BANTEN,0
1238364281214660611,Merujuk pada tujuan yang diharapkan dari zonasi adalah memberikan kesempatan pada peserta didik yang domisilinya dekat dengan sekolah bisa mengenyam pendidikan di lembaga tersebut. ,@spmedia_jbg,2020-03-13,07:20:26,Kabupaten Jombang Jawa Timur,200,JAWA TIMUR,0
1238205814633984000,Sekolah Favorit dan Masalah Zonasi https://is.gd/TsQgqZ #humaniora,@NgertiHukumID,2020-03-12,20:50:45,Jakarta Selatan DKI Jakarta,200,DKI JAKARTA,0
1238079547104346113,Bukan cma sekolah aja yg zonasi mas hubungan juga,@luvwxyz_,2020-03-12,12:29:01,Depok Jawa Barat,200,JAWA BARAT,0
1237734511934189568,Gausah ada zonasi zonasi ngapa kan yg jauh dari SMA jadi ga dapet sekolah,@finaidsss,2020-03-11,13:37:58,Magelang Jawa Tengah,200,JAWA TENGAH,0
1237732151367323649,"Dengan adanya sistem zonasi di daerah Jawa Tengah, menurunkan minat belajar siswa. Karena siswa yg rumahnya di dekat sekolah favorit sudah pasti diterima tanpa harus belajar keras. Tak adakah evaluasi dari sistem ini? #NadiemMenjawab",@AnaNovia3,2020-03-11,13:28:35,Sukoharjo Indonesia,200,JAWA TENGAH,0
1237725650967875588,Saiki wes zonasi. Sekolahe cerak2 ra perlu bus sekolah.,@thisischui,2020-03-11,13:02:45,Jepara - Jogjakarta ,200,JAWA TENGAH,0
1237533531745607680,Gua setuju sistem sekolah ZONASI hanya untuk sekolah biasa aja. Buat yang sekolah unggulan/favorit. Harusnya tetap menjadi seperti itu. Persaingan harus tetap hidup.,@akbartriansyah,2020-03-11,00:19:20,Bekasi West java. Indonesia. ,200,JAWA BARAT,0
1237361371773145089,"Hari ini ""Ngukur Dalan"" dari Sekolah sampai desa2 disekitar Sekolah untuk Keperluan PPDB Zonasi..... . . . #PPDBSMAJateng2020",@FitriansyahArif,2020-03-10,12:55:14,Purworejo Indonesia,200,JAWA TENGAH,0
1237300191020998661,Anggota DPRD Jabar Haru Suandharu: Sistim Zonasi Harus Adil Bagi Wilayah yang Belum Ada Sekolah Negeri ,@beritainspirat1,2020-03-10,08:52:08,Bandung Jawa Barat,200,JAWA BARAT,0
1237287836178661378,"Soal Zonasi Siswa, Ketua Fraksi PKS DPRD Jabar Minta Pemprov Siapkan Sekolah di Tiap Kecamatan https://editor.id/soal-zonasi-siswa-ketua-fraksi-pks-dprd-jabar-minta-pemprov-siapkan-sekolah-di-tiap-kecamatan/",@idaulat,2020-03-10,08:03:02,Kec.Cimanggis - Kota Depok,200,JAWA BARAT,0
1236899524833988608,"""Iya sih pinter, tapi gabisa masak, jarang bantu dirumah. Sekolah kok pake jauh segala sih, mana lesnya mahal"" Makan tuh zonasi, kerdil kan pemikiran lu",@Rez_fajar,2020-03-09,06:20:01,Kota Surabaya Jawa Timur,200,JAWA TIMUR,0
1236699837187252224,"Tersebab Zonasi, Warga Kampung Baru Senapelan Susah Masukkan Anak ke Sekolah, Ginda: Kita Usahakan Ada SMP di Sini ",@GoRiauCom,2020-03-08,17:06:32,Pekanbaru Riau,200,RIAU,0
1236635520341438464,"Buat masuk sma, karena kalo lewat zonasi jauh dari sekolah fav:""""""""",@studsiuous,2020-03-08,12:50:58,Yogyakarta Indonesia,200,DI YOGYAKARTA,0
1236449940492058624,ekspetasi : SMA impian realita : SMA zonasi asal asalan yg penting sekolah,@haeealyy,2020-03-08,00:33:32,magetanjawa timur,200,JAWA TIMUR,0
1235736725617405953,Sekolah sekarang ada zonasi om. ,@jamalrais_,2020-03-06,01:19:28,Yogyakarta Indonesia,200,DI YOGYAKARTA,0
1234995321018576896,"Penerimaan Siswa Baru 2020 Tetap Akan Gunakan Sistem Zonasi http://bit.ly/2VHZjA3 , tidak usah risau untuk ortu calon pendaftar murid tk, sd swasta, tetap bisa memilih sekolah terbaik yang paling disukai atau didambakan.",@sdf2bdl,2020-03-04,00:13:24,Bandar Lampung,200,LAMPUNG,0
1234823837117767680,"@aniesbaswedan demi kenyamanan &amp; keamanan siswa belajar disklh, apa harus diwajibkn membeli masker dgn harga semahal itu?Mmg sekolah adik saya rata"" pengguna mobil alpard. &amp; adik saya kena sistem zonasi,kmi kewalahan menghadapi senjang sosial sprt ini apalagi dlm kondisi darurat",@Putrimarcelina2,2020-03-03,12:51:59,Jakarta Selatan DKI Jakarta,200,DKI JAKARTA,0
1234817810523549696,"Sekolah Sistem Zonasi Masih Bisa Menerima Siswa di Luar Wilayah Pemetaan, Berikut Penjelasannya! ",@anddi98,2020-03-03,12:28:02,Jawai Selatan..SAMBAS KAL-BAR,200,KALIMANTAN BARAT,0
tweet_id,text,username,date,time,lokasi,status,provinsi,label
1238425685837766656,Kalau telat berangkat sekolah di suruh ngaji di masjid sekolah sama bayar 2k untuk kelas 12 kelas 11&amp;10 20k karna sistem zonasi mantappp kannn,@shipaclarisaptr,2020-03-13,11:24:26,Tangerang Indonesia,200,BANTEN,0
1238364281214660611,Merujuk pada tujuan yang diharapkan dari zonasi adalah memberikan kesempatan pada peserta didik yang domisilinya dekat dengan sekolah bisa mengenyam pendidikan di lembaga tersebut. ,@spmedia_jbg,2020-03-13,07:20:26,Kabupaten Jombang Jawa Timur,200,JAWA TIMUR,0
1238205814633984000,Sekolah Favorit dan Masalah Zonasi https://is.gd/TsQgqZ #humaniora,@NgertiHukumID,2020-03-12,20:50:45,Jakarta Selatan DKI Jakarta,200,DKI JAKARTA,0
1238079547104346113,Bukan cma sekolah aja yg zonasi mas hubungan juga,@luvwxyz_,2020-03-12,12:29:01,Depok Jawa Barat,200,JAWA BARAT,0
1237734511934189568,Gausah ada zonasi zonasi ngapa kan yg jauh dari SMA jadi ga dapet sekolah,@finaidsss,2020-03-11,13:37:58,Magelang Jawa Tengah,200,JAWA TENGAH,0
1237732151367323649,"Dengan adanya sistem zonasi di daerah Jawa Tengah, menurunkan minat belajar siswa. Karena siswa yg rumahnya di dekat sekolah favorit sudah pasti diterima tanpa harus belajar keras. Tak adakah evaluasi dari sistem ini? #NadiemMenjawab",@AnaNovia3,2020-03-11,13:28:35,Sukoharjo Indonesia,200,JAWA TENGAH,0
1237725650967875588,Saiki wes zonasi. Sekolahe cerak2 ra perlu bus sekolah.,@thisischui,2020-03-11,13:02:45,Jepara - Jogjakarta ,200,JAWA TENGAH,0
1237533531745607680,Gua setuju sistem sekolah ZONASI hanya untuk sekolah biasa aja. Buat yang sekolah unggulan/favorit. Harusnya tetap menjadi seperti itu. Persaingan harus tetap hidup.,@akbartriansyah,2020-03-11,00:19:20,Bekasi West java. Indonesia. ,200,JAWA BARAT,0
1237361371773145089,"Hari ini ""Ngukur Dalan"" dari Sekolah sampai desa2 disekitar Sekolah untuk Keperluan PPDB Zonasi..... . . . #PPDBSMAJateng2020",@FitriansyahArif,2020-03-10,12:55:14,Purworejo Indonesia,200,JAWA TENGAH,0
1237300191020998661,Anggota DPRD Jabar Haru Suandharu: Sistim Zonasi Harus Adil Bagi Wilayah yang Belum Ada Sekolah Negeri ,@beritainspirat1,2020-03-10,08:52:08,Bandung Jawa Barat,200,JAWA BARAT,0
1237287836178661378,"Soal Zonasi Siswa, Ketua Fraksi PKS DPRD Jabar Minta Pemprov Siapkan Sekolah di Tiap Kecamatan https://editor.id/soal-zonasi-siswa-ketua-fraksi-pks-dprd-jabar-minta-pemprov-siapkan-sekolah-di-tiap-kecamatan/",@idaulat,2020-03-10,08:03:02,Kec.Cimanggis - Kota Depok,200,JAWA BARAT,0
1236899524833988608,"""Iya sih pinter, tapi gabisa masak, jarang bantu dirumah. Sekolah kok pake jauh segala sih, mana lesnya mahal"" Makan tuh zonasi, kerdil kan pemikiran lu",@Rez_fajar,2020-03-09,06:20:01,Kota Surabaya Jawa Timur,200,JAWA TIMUR,0
1236699837187252224,"Tersebab Zonasi, Warga Kampung Baru Senapelan Susah Masukkan Anak ke Sekolah, Ginda: Kita Usahakan Ada SMP di Sini ",@GoRiauCom,2020-03-08,17:06:32,Pekanbaru Riau,200,RIAU,0
1236635520341438464,"Buat masuk sma, karena kalo lewat zonasi jauh dari sekolah fav:""""""""",@studsiuous,2020-03-08,12:50:58,Yogyakarta Indonesia,200,DI YOGYAKARTA,0
1236449940492058624,ekspetasi : SMA impian realita : SMA zonasi asal asalan yg penting sekolah,@haeealyy,2020-03-08,00:33:32,magetanjawa timur,200,JAWA TIMUR,0
1235736725617405953,Sekolah sekarang ada zonasi om. ,@jamalrais_,2020-03-06,01:19:28,Yogyakarta Indonesia,200,DI YOGYAKARTA,0
1234995321018576896,"Penerimaan Siswa Baru 2020 Tetap Akan Gunakan Sistem Zonasi http://bit.ly/2VHZjA3 , tidak usah risau untuk ortu calon pendaftar murid tk, sd swasta, tetap bisa memilih sekolah terbaik yang paling disukai atau didambakan.",@sdf2bdl,2020-03-04,00:13:24,Bandar Lampung,200,LAMPUNG,0
1234823837117767680,"@aniesbaswedan demi kenyamanan &amp; keamanan siswa belajar disklh, apa harus diwajibkn membeli masker dgn harga semahal itu?Mmg sekolah adik saya rata"" pengguna mobil alpard. &amp; adik saya kena sistem zonasi,kmi kewalahan menghadapi senjang sosial sprt ini apalagi dlm kondisi darurat",@Putrimarcelina2,2020-03-03,12:51:59,Jakarta Selatan DKI Jakarta,200,DKI JAKARTA,0
1234817810523549696,"Sekolah Sistem Zonasi Masih Bisa Menerima Siswa di Luar Wilayah Pemetaan, Berikut Penjelasannya! ",@anddi98,2020-03-03,12:28:02,Jawai Selatan..SAMBAS KAL-BAR,200,KALIMANTAN BARAT,0
tweet_id,text,username,date,time,lokasi,status,provinsi,label
1238425685837766656,Kalau telat berangkat sekolah di suruh ngaji di masjid sekolah sama bayar 2k untuk kelas 12 kelas 11&amp;10 20k karna sistem zonasi mantappp kannn,@shipaclarisaptr,2020-03-13,11:24:26,Tangerang Indonesia,200,BANTEN,0
1238364281214660611,Merujuk pada tujuan yang diharapkan dari zonasi adalah memberikan kesempatan pada peserta didik yang domisilinya dekat dengan sekolah bisa mengenyam pendidikan di lembaga tersebut. ,@spmedia_jbg,2020-03-13,07:20:26,Kabupaten Jombang Jawa Timur,200,JAWA TIMUR,0
1238205814633984000,Sekolah Favorit dan Masalah Zonasi https://is.gd/TsQgqZ #humaniora,@NgertiHukumID,2020-03-12,20:50:45,Jakarta Selatan DKI Jakarta,200,DKI JAKARTA,0
1238079547104346113,Bukan cma sekolah aja yg zonasi mas hubungan juga,@luvwxyz_,2020-03-12,12:29:01,Depok Jawa Barat,200,JAWA BARAT,0
1237734511934189568,Gausah ada zonasi zonasi ngapa kan yg jauh dari SMA jadi ga dapet sekolah,@finaidsss,2020-03-11,13:37:58,Magelang Jawa Tengah,200,JAWA TENGAH,0
1237732151367323649,"Dengan adanya sistem zonasi di daerah Jawa Tengah, menurunkan minat belajar siswa. Karena siswa yg rumahnya di dekat sekolah favorit sudah pasti diterima tanpa harus belajar keras. Tak adakah evaluasi dari sistem ini? #NadiemMenjawab",@AnaNovia3,2020-03-11,13:28:35,Sukoharjo Indonesia,200,JAWA TENGAH,0
1237725650967875588,Saiki wes zonasi. Sekolahe cerak2 ra perlu bus sekolah.,@thisischui,2020-03-11,13:02:45,Jepara - Jogjakarta ,200,JAWA TENGAH,0
1237533531745607680,Gua setuju sistem sekolah ZONASI hanya untuk sekolah biasa aja. Buat yang sekolah unggulan/favorit. Harusnya tetap menjadi seperti itu. Persaingan harus tetap hidup.,@akbartriansyah,2020-03-11,00:19:20,Bekasi West java. Indonesia. ,200,JAWA BARAT,0
1237361371773145089,"Hari ini ""Ngukur Dalan"" dari Sekolah sampai desa2 disekitar Sekolah untuk Keperluan PPDB Zonasi..... . . . #PPDBSMAJateng2020",@FitriansyahArif,2020-03-10,12:55:14,Purworejo Indonesia,200,JAWA TENGAH,0
1237300191020998661,Anggota DPRD Jabar Haru Suandharu: Sistim Zonasi Harus Adil Bagi Wilayah yang Belum Ada Sekolah Negeri ,@beritainspirat1,2020-03-10,08:52:08,Bandung Jawa Barat,200,JAWA BARAT,0
1237287836178661378,"Soal Zonasi Siswa, Ketua Fraksi PKS DPRD Jabar Minta Pemprov Siapkan Sekolah di Tiap Kecamatan https://editor.id/soal-zonasi-siswa-ketua-fraksi-pks-dprd-jabar-minta-pemprov-siapkan-sekolah-di-tiap-kecamatan/",@idaulat,2020-03-10,08:03:02,Kec.Cimanggis - Kota Depok,200,JAWA BARAT,0
1236899524833988608,"""Iya sih pinter, tapi gabisa masak, jarang bantu dirumah. Sekolah kok pake jauh segala sih, mana lesnya mahal"" Makan tuh zonasi, kerdil kan pemikiran lu",@Rez_fajar,2020-03-09,06:20:01,Kota Surabaya Jawa Timur,200,JAWA TIMUR,0
1236699837187252224,"Tersebab Zonasi, Warga Kampung Baru Senapelan Susah Masukkan Anak ke Sekolah, Ginda: Kita Usahakan Ada SMP di Sini ",@GoRiauCom,2020-03-08,17:06:32,Pekanbaru Riau,200,RIAU,0
1236635520341438464,"Buat masuk sma, karena kalo lewat zonasi jauh dari sekolah fav:""""""""",@studsiuous,2020-03-08,12:50:58,Yogyakarta Indonesia,200,DI YOGYAKARTA,0
1236449940492058624,ekspetasi : SMA impian realita : SMA zonasi asal asalan yg penting sekolah,@haeealyy,2020-03-08,00:33:32,magetanjawa timur,200,JAWA TIMUR,0
1235736725617405953,Sekolah sekarang ada zonasi om. ,@jamalrais_,2020-03-06,01:19:28,Yogyakarta Indonesia,200,DI YOGYAKARTA,0
1234995321018576896,"Penerimaan Siswa Baru 2020 Tetap Akan Gunakan Sistem Zonasi http://bit.ly/2VHZjA3 , tidak usah risau untuk ortu calon pendaftar murid tk, sd swasta, tetap bisa memilih sekolah terbaik yang paling disukai atau didambakan.",@sdf2bdl,2020-03-04,00:13:24,Bandar Lampung,200,LAMPUNG,0
1234823837117767680,"@aniesbaswedan demi kenyamanan &amp; keamanan siswa belajar disklh, apa harus diwajibkn membeli masker dgn harga semahal itu?Mmg sekolah adik saya rata"" pengguna mobil alpard. &amp; adik saya kena sistem zonasi,kmi kewalahan menghadapi senjang sosial sprt ini apalagi dlm kondisi darurat",@Putrimarcelina2,2020-03-03,12:51:59,Jakarta Selatan DKI Jakarta,200,DKI JAKARTA,0
1234817810523549696,"Sekolah Sistem Zonasi Masih Bisa Menerima Siswa di Luar Wilayah Pemetaan, Berikut Penjelasannya! ",@anddi98,2020-03-03,12:28:02,Jawai Selatan..SAMBAS KAL-BAR,200,KALIMANTAN BARAT,0
tweet_id,text,username,date,time,lokasi,status,provinsi,label
1238425685837766656,Kalau telat berangkat sekolah di suruh ngaji di masjid sekolah sama bayar 2k untuk kelas 12 kelas 11&amp;10 20k karna sistem zonasi mantappp kannn,@shipaclarisaptr,2020-03-13,11:24:26,Tangerang Indonesia,200,BANTEN,0
