date,lokasi,status,text,time,tweet_id,username,provinsi,label_1,label_2,label_3,label_4,label fix
2019-03-08,tangerang,200,#ManfaatZonasiSekolah ada juga zonasi Guru. Meski baru rencana tapi wacana bagus untuk pemerataan kualitas pendidikan sekolah negeri. Saya dulu sekolah di negeri. Biar bersaing secara sehat dan bisa heterogen strata sosialnya.,14:56,1103927498167934976,@OnosSemblang,BANTEN,1,3,1,1,1
2019-03-08,Malang,200,Guru juga akan mengikuti sistem kebijakan zonasi guru. Dengan demikian tidak ada guru yang menempuh jarak terlalu jauh untuk ke sekolah. #ManfaatZonasiSekolah,14:45,1103924677460647937,@kwardani_retno,JAWA TIMUR,1,3,1,1,1
2019-03-08,Tangerang Selatan,200,10. Dengan system zonasi sekolah ini  guru pun bisa lebih mudah mengunjungi muridnya. #ManfaatZonasiSekolah,14:42,1103923896967823363,@mayasiswadi,BANTEN,1,1,3,1,1
2019-03-08,Bekasi,200,Yang jadi fokus utama dari sistem zonasi ini tuh ya menghilangkan istilah sekolah favorit tadi  ya kan sekolah itu sejatinya adalah fasilitas negara jadi harusnya bebas dari rivalitas atau eksklusivitas #ManfaatZonasiSekolah,14:40,1103923325380648961,@katanatara,JAWA BARAT,1,1,1,3,1
2019-03-08,Pekanbaru,200,Terus dengan zonasi sekolah jadi diharapkan semua siswa bisa mendapat hak belajar yang adil  #ManfaatZonasiSekolah,14:37,1103922639846825984,@mutmuthea,RIAU,1,1,1,1,1
2019-03-08,Jakarta Timur,200,Zonasi sekolah bisa menciptkan keadilan juga. Jadi kalau anak orestasi rendah  bisa diterima di sekolah bagus juga. #ManfaatZonasiSekolah,14:31,1103921110029033473,@PenaLiswanti,DKI JAKARTA,1,1,1,3,1
2019-03-08,Jakarta Timur,200,Dengan zonasi sekolah  anak lebih dekat dengan keluarga  kalau ada eskul ga perlu takut pulang kemaleman. Jarak tempuh juga deket  serta tidak ada lagi tuh jual kursi. #ManfaatZonasiSekolah,14:27,1103920140943413248,@PenaLiswanti,DKI JAKARTA,1,1,1,3,1
2019-03-08,Bogor Indonesia,200,Zonasi sekolah mulai diterapkan di PPDB tahun ini sebagai upaya pemerataan akses pd layanan kualitas pendidikan di daerah2.  #ManfaatZonasiSekolah,14:24,1103919497679785987,@melfeyadin,JAWA BARAT,1,1,1,1,1
2019-03-08,Malang,200,6. Zonasi sekolah bertujuan agar pendidikan bisa lebih merata terutama dari segi kualitas. #ManfaatZonasiSekolah,14:20,1103918379952332802,@IhwanBiru,JAWA TIMUR,1,1,1,3,1
2019-03-08,Malang,200,Ada untungnya juga zonasi sekolah ini  karena siswa gak capek di jalan karena jarak sekolah yang jauh. Waktu tempuh yang bisa dihabiskan di jalan bisa bermanfaat untuk hal hal yang lebih produktif #ManfaatZonasiSekolah,14:19,1103918177417719810,@kwardani_retno,JAWA TIMUR,1,1,1,1,1
2019-03-08,Malang,200,5. Nah salah satu manfaat dari Zonasi Sekolah adalah memerangi istilah sekolah favorit. Sekolah itu kan fasilitas negara  harusnya bersifat non rivalitas  tidak eksklusif dan tidak diskriminatif. #ManfaatZonasiSekolah,14:18,1103917894390300674,@IhwanBiru,JAWA TIMUR,1,3,1,1,1
2019-03-08,Malang,200,Salah satu keuntungan dari sistem zonasi sekolah. Anak anak usia sekolah di zona tersebut akan terpantau pihak sekolah.. #ManfaatZonasiSekolah,14:14,1103916847848513536,@kwardani_retno,JAWA TIMUR,1,1,1,1,1
2019-03-08,Bekasi,200,Dengan adanya sistem zonasi ini diharapkan sih pemerataan kualitas sekolah dapat segera terlaksana kan jadinya wajib belajar 12 tahun juga lebih mudah tercapai #ManfaatZonasiSekolah,14:10,1103915776384262145,@katanatara,JAWA BARAT,1,1,1,3,1
2019-03-08,Jakarta Timur,200,Eh iya jadi mulai paham nih tentang Zonasi sekolah. Ternyata banyak manfaatnya ya. Sudah tahukan tentang Zonasi Sekolah? #ManfaatZonasiSekolah,14:08,1103915489619718151,@PenaLiswanti,DKI JAKARTA,1,1,3,1,1
2019-03-08,Malang,200,Menurut saya  sistem zonasi sekolah ini manfaatnya memang tidak bisa dirasakan secara langsung. Namun ke depannya manfaatnya besar sekali. Memang harus pelan pelan dan butuh dukungan semua pihak #ManfaatZonasiSekolah,14:06,1103914807873306625,@kwardani_retno,JAWA TIMUR,1,1,1,1,1
2019-03-08,Malang,200,Salah satu keuntungan dari sistem zonasi sekolah adalah  tidak ada lagi sekolah favorit karena semua sekolah mutunya sama. #ManfaatZonasiSekolah,14:01,1103913586923991041,@kwardani_retno,JAWA TIMUR,1,1,1,1,1
2019-03-08,Malang,200,Dengan zonasi sekolah  diharapkan lebih mudah dalam menangani permasalahan. Karena baik siswa  sekolah dan wali murid berada di wilayah yang berdekatan #ManfaatZonasiSekolah,13:56,1103912359142146048,@kwardani_retno,JAWA TIMUR,1,3,1,1,1
2019-03-08,Malang,200,Sistem zonasi sekolah ini mengacu pada Permendikbud no 24 tahun 2018. Oh memang masih baru ya.. semoga saja tujuan utama dari zonasi sekolah ini tercapai.. #ManfaatZonasiSekolah,13:51,1103911006651076608,@kwardani_retno,JAWA TIMUR,1,3,1,1,1
2019-03-08,Bekasi,200,Selain karena nantinya kita jadi ga terlalu capek menempuh perjalanan saat akan berangkat sekolah  sistem zonasi ini juga diharapkan dapat memeratakan kualitas pendidikan  kan ga ada lagi tuh yang namanya sekolah favorit  semua sekolah sama #ManfaatZonasiSekolah,13:50,1103910735615148034,@katanatara,JAWA BARAT,1,1,1,1,1
2019-03-08,Malang,200,Kenapa harus ada zonasi sekolah? Tak lain agar semua sekolah yang ada di negara ini terpacu sehingga kualitasnya merata. #ManfaatZonasiSekolah,13:45,1103909678394728451,@kwardani_retno,JAWA TIMUR,1,1,1,1,1
2019-03-08,Bekasi,200,Nah makanya penting banget tuh ada kebijakan soal zonasi sekolah yang udah jalan beberapa tahun belakangan ini  agar ga ada lagi deh pengkotak-kotakan sekolah favorit kaya dulu itu #ManfaatZonasiSekolah,13:40,1103908217254342656,@katanatara,JAWA BARAT,1,1,1,3,1
2019-04-25,Kota Surabaya Jawa Timur,200,jujur niatnya bagus  apalagi yg sebenernya bikin suatu sekolah itu favorit dari awal emg kualiatas muridnya bagus2  bukan cuma gurunya. tp nyesek jg kalo di zonasi gini tp ptn liatnya ttp ke sekolah2 itu mulu,20:58,1121413175339917312,@brrday,JAWA TIMUR,1,1,3,1,1
2019-04-18,ternate maluku,200,Dinas Pendidikan Nasional Kota Ternate menerapkan sistem zonasi siswa guna menekan tingginya biaya transportasi yang dikeluarkan siswa saat ke sekolah. sistem zonasi bukan hanya berlaku untuk siswa tetapi akan dikembangkan bagi guru. #lintasternatemalam,18:54,1118845351576780800,@RRIPro1Ternate,MALUKU UTARA,1,1,1,1,1
2019-04-10,Surakarta,200,Skema Zonasi sendiri diterapkan unyuk pemerataan prestasi dan dengan dekatnya jarak antara rumah-sekolah  diharapkan akan menghemat biaya perjalanan dan siswa menjadi semangat untuk bersekolah. #FiestaMaksimum,15:51,1115900031092056064,@fiestaradio_,JAWA TENGAH,1,1,3,1,1
2019-05-29,Jepara - Semarang,200,dengan adanya aturan zonasi dalam penerimaan siswa di sekolah  mnurutku bagus.,14:18,1133633625218461696,@Eyin308,JAWA TENGAH,1,1,1,1,1
2019-05-29,tuban,200,Katanya sih zonasi. Biar ga bedain sekolah favorit sama biasa,05:11,1133496135564185600,@saifulanam87,JAWA TIMUR,1,1,1,1,1
2019-05-27,Bandung Jawa Barat,200,Salahnya emang gitu sih  kalau zonasi emang siswanya lebih bisa rata tapi kualitas guru dan fisik sekolah lupa ngga dizonasikan juga weleh2,16:28,1132941518023475200,@TitisSetiyobudi,JAWA BARAT,1,1,1,1,1
2019-05-26,Malang east java indonesia,200,Dengan sistem zonasi yang hanya beberapa persen dari pagu sekolah  masih memberikan harapan bagi siswa siswa yang nilainya baik untuk bersaing masuk sekolah favorit mereka . @DisdikMalang,22:19,1132667663388254208,@G_satria24,JAWA TIMUR,1,1,1,1,1
2019-05-26,gresik jawa timur,200,agar tidak ada kesenjangan antara sekolah/daerah satu dengan yang lain maka diberlakukanlah sistem zonasi tersebut,15:03,1132557738964217857,@wahyudiarta,JAWA TIMUR,1,1,1,1,1
2019-05-26,Malang Jawa Timur,200,"Melu komen aku yo sam. Kalo faktor diberlakukannya zonasi ini untuk pemerataan siswa sy setuju. Biar semua sekolah merasakan ""punya murid"". Dan harusnya jg guru yg ""berkualitas"" di zonasi juga biar imbang. Biar ga ada sekolah yg sampe kurang siswa",13:47,1132538623448952833,@ris_aaris,JAWA TIMUR,1,1,1,1,1
2019-05-26,Malang Jawa Timur,200,Pro  pertama krn pemerataan â€œkualitasâ€� peserta didik  kedua dg adanya zonasi ini pemerataan guru jg lebih diperhatikan terbukti formasi cpns untuk smp tahun ini lumayan banyak  ketiga sistem ini bs jd ajang kompetisi buat sekolah untuk berkembang lebih baik,13:26,1132533528938201088,@mutyalf,JAWA TIMUR,1,1,1,1,1
2019-05-23,Malang East Java,200,Bagaimana jika... (hanya seandainya) adik2 yang bertempat tinggal jauh dari sekolah itu memiliki nilai atau kemampuan lebih dibanding dengan temannya yang mengandalkan prestasi atau zonasi? Apakah nilai ujian masih berlaku,19:36,1131539406693707778,@springholliday,JAWA TIMUR,1,1,1,1,1
2019-05-23,Malang Indonesia,200,sakjane zonasi iki tujuane apik  pemerataan mutu pendidikan  jd harapannya semua sekolah berkualitas sama baiknya dan murid2 yang â€œpinterâ€� jg ga terkonsentrasi di satu area aja.. tp buanyaaak org tua yg ga suka dgn sistem zonasi ini. biar CV anaknya bagus mgkn di kemudian hari,15:03,1131470710755344385,@clarajullia,JAWA TIMUR,1,1,3,1,1
2019-05-22,Malang,200,Gak ada yg percuma mas. Nilai tetep dipakai sbg dasar penerimaan  cuma emang ada zonasi & kuota. Tujuannya agar tidak ada penumpukkan siswa di sekolah favorit & tujuan akhirnya adl agar mutu pendidikan kian merata.,06:50,1130984169763328000,@hanyaumatbiasa,JAWA TIMUR,1,1,1,1,1
2019-05-21,Malang Jawa Timur,200,PPDB Menggunakan Zonasi  Ujian Nasional Tak Lagi Penting?: Syarat Penerimaan Peserta Didik Baru tahun ini adalah jarak dari rumah ke sekolah. Sedangkan hasil ujian nasional bukanlah menjadi penentu.,22:45,1130862128708182018,@MalangTimes,JAWA TIMUR,1,1,1,1,1
2019-05-20,Malang Jawa Timur,200,Niatnya bagus sih  untuk fokus ke zonasi sekolah  mengutamakan warga sekitar dan menghilangkan sekolah favorit. Tapi sistemnya masih belum tertata  semoga ke depannya lebih baik.,10:33,1130315696817131520,@znyndie,JAWA TIMUR,1,1,1,1,1
2019-05-20,Madiun East Java Indonesia,200,Alhamdulillah Dengan ditetapkan nya SMA Negeri 1 Dolopo sebagai sekolah zonasi oleh Kemendikbud  merupakan wujud ikhtiar kita agar menjadi sekolah yang unggul dan dicintai masyarakat.  #sekolahzonasi @DikdasmenDikbud  @Kemdikbud_RI,09:52,1130305303537303552,@sman1dolopo,JAWA TIMUR,1,1,1,3,1
2019-05-19,Gedung Graha Pena Lt.10 Jl. Raya Kebayoran Lama No. 12 Kebayoran Lama Jakarta Selatan Indonesia 12210,200,Sekolah Swasta Sidoarjo Diuntungkan bila PPDB Sistem Zonasi,20:37,1130105257424445442,@jawapos,DKI JAKARTA,1,1,1,1,1
2019-05-16,bandung,200,Bukannya zonasi itu ada supaya anak2 sekolah dkt rumah? Alasannya sih klo di kota besar biar kurangi macet. Secara nasional harapannya ada pemerataan SDM. Sayangnya kyaknya blm ada pemerataan kualitas guru,12:25,1128894183396085760,@pratam4lex,JAWA BARAT,1,1,3,1,1
2019-05-15,JL. DR. Radjiman No.6 Bandung,200,Pada dasarnya  zonasi itu selain untuk mendekatkan siswa dengan sekolah sehingga faktor irit biaya personal juga faktor keamanan siswa. Untuk pemerintah dapat dijadikan dasar dalam menentukan rencana pemerataan pendidikan ke depan yang dimulai dengan memeratakan jumlah sekolah.,14:06,1128557235892654081,@disdik_jabar,JAWA BARAT,3,1,1,1,1
2019-05-14,Bandung,200,Bukannya zonasi itu ada supaya anak2 sekolah dkt rumah? Alasannya sih klo di kota besar biar kurangi macet. Secara nasional harapannya ada pemerataan SDM (murid)  Sayangnya kyaknya blm ada pemerataan kualitas guru,23:42,1128339800447053824,@elvinvina,JAWA BARAT,1,1,1,3,1
2019-05-13,Menes Pandeglang Banten,200,Sistim zonasi bagi pendaftaran siswa baru bertujuan untuk pemerataan kualitas sekolah  ini saya paham. Siswa berprestasi tdk bertumpuk di sekolah tertentu. Menghapus gelar sekolah favorit. Semua... https://www.facebook.com/story.php?story_fbid=10212975951786608&id=1625915475 â€¦,19:36,1127915556957499392,@yetyursel,BANTEN,1,1,1,3,1
2019-05-10,Surakarta Central Java,200,Banyak yang komplain sistem Zonasi jadi gak ada sekolah favorit. Ya biar tau aja sih  sombong2an nilai dan merasa pinter itu bikin orang lupa. Aku seneng orang luar kota gak bisa masuk sekolah2 di Solo. Bennnn sukuuurrr~   Pantes Ganesha Operation sepi banget,03:42,1126588325685391361,@riskieswek,JAWA TENGAH,1,1,1,1,1
